,Age,Assists,Defensive Point Shares,ES Assists,ES Blocks,ES Face-Off Losses,ES Face-Off Pct,ES Face-Off Wins,ES Goals,ES Hits,GW Goals,Games Played,Goals,Offenisve Point Shares,PP Assists,PP Goals,Penalty Minutes,Player,Plus Minus,Point Shares,Points,Position,SH Assists,SH Goals,Shooting Perecentage,Shots,Team,Time on Ice,Time on Ice Avg
158,35,10,1.8,9,92,0,,0,3,79,1,56,4,0.4,0,0,17,Ron Hainsey,-16,2.2,14,D,1,1,6.5,62,Carolina Hurricanes,1250,22:20
159,31,3,0.6,3,16,3,0.0,0,7,120,2,57,9,0.4,0,0,33,Viktor Stalberg,-6,1.1,12,LW,0,2,12.7,71,Carolina Hurricanes,667,11:42
160,24,5,0.9,5,41,20,31.0,9,6,148,2,82,7,-0.8,0,0,17,Joakim Nordstrom,-12,0.0,12,LW,0,1,6.7,104,Carolina Hurricanes,1043,12:43
161,33,3,0.6,3,40,272,48.2,253,4,49,1,65,5,-0.6,0,0,18,Jay McClement,-8,0.0,8,C,0,1,13.5,37,Carolina Hurricanes,740,11:23
162,23,6,0.1,5,10,2,0.0,0,1,91,1,36,1,-0.4,1,0,15,Phillip Di Giuseppe,-12,-0.3,7,LW,0,0,1.5,68,Carolina Hurricanes,443,12:18
163,25,4,0.5,4,38,0,,0,2,77,0,43,2,0.1,0,0,30,Klas Dahlbeck,-12,0.6,6,D,0,0,5.4,37,Carolina Hurricanes,597,13:53
164,26,6,0.4,6,48,0,,0,0,65,0,45,0,-0.1,0,0,6,Matt Tennyson,-13,0.3,6,D,0,0,0.0,36,Carolina Hurricanes,598,13:17
165,25,4,0.1,4,6,7,30.0,3,1,10,0,19,1,0.1,0,0,2,Andrej Nestrasil,-3,0.2,5,C,0,0,3.7,27,Carolina Hurricanes,207,10:54
166,23,2,0.0,2,31,0,,0,0,2,0,27,0,-0.2,0,0,8,Ryan Murphy,-11,-0.3,2,D,0,0,0.0,17,Carolina Hurricanes,356,13:10
167,23,2,0.0,2,2,0,,0,0,9,0,5,0,0.0,0,0,0,Ty Rattie,-2,0.0,2,RW,0,0,0.0,9,Carolina Hurricanes,67,13:28
168,21,2,0.2,2,3,27,53.4,31,0,14,0,8,0,0.0,0,0,2,Lucas Wallmark,1,0.1,2,C,0,0,0.0,11,Carolina Hurricanes,87,10:52
169,30,0,0.0,0,3,2,0.0,0,0,16,1,11,1,-0.1,0,1,4,Bryan Bickell,-4,-0.1,1,LW,0,0,12.5,8,Carolina Hurricanes,115,10:26
170,21,0,0.1,0,0,0,,0,1,0,0,2,1,0.2,0,0,0,Valentin Zykov,1,0.2,1,LW,0,0,33.3,3,Carolina Hurricanes,13,6:15
171,35,1,0.0,1,0,0,,0,0,0,0,4,0,0.0,0,0,0,Michael Leighton,0,0.1,1,G,0,0,,0,Carolina Hurricanes,210,52:34
172,21,1,0.0,1,0,0,,0,0,0,0,2,0,0.0,0,0,0,Sergey Tolchinsky,0,0.1,1,LW,0,0,0.0,2,Carolina Hurricanes,23,11:29
173,32,1,0.0,1,0,0,,0,0,0,0,61,0,0.0,0,0,6,Cam Ward,0,8.5,1,G,0,0,,0,Carolina Hurricanes,3618,59:19
174,38,0,0.0,0,,,,,0,0,0,1,0,0.0,0,0,0,Jorge Alves,0,0.0,0,G,0,0,,0,Carolina Hurricanes,0,0:08
175,24,0,-0.1,0,5,6,60.0,9,0,30,0,14,0,-0.4,0,0,0,Patrick Brown,-6,-0.5,0,C,0,0,0.0,12,Carolina Hurricanes,136,9:43
176,23,0,-0.1,0,1,0,,0,0,3,0,2,0,0.0,0,0,0,Martin Frk,-3,-0.2,0,RW,0,0,0.0,1,Carolina Hurricanes,17,8:20
177,29,0,0.0,0,0,0,,0,0,0,0,20,0,0.0,0,0,0,Eddie Lack,0,2.3,0,G,0,0,,0,Carolina Hurricanes,1090,54:30
178,29,0,-0.2,0,4,0,,0,0,2,0,3,0,-0.1,0,0,0,Jakub Nakladal,-4,-0.3,0,D,0,0,0.0,3,Carolina Hurricanes,44,14:30
179,21,0,0.0,0,0,0,,0,0,0,0,1,0,0.0,0,0,2,Alex Nedeljkovic,0,0.3,0,G,0,0,,0,Carolina Hurricanes,30,29:57
180,23,0,-0.1,0,1,12,50.0,12,0,1,0,2,0,-0.1,0,0,0,Andrew Poturalski,-3,-0.2,0,C,0,0,0.0,1,Carolina Hurricanes,25,12:16
181,28,55,2.1,39,15,44,13.7,7,27,28,5,82,34,8.7,16,7,32,Patrick Kane,11,10.8,89,RW,0,0,11.6,292,Chicago Blackhawks,1754,21:24
182,25,43,2.2,35,14,8,20.0,2,22,23,5,82,31,7.2,8,9,21,Artemi Panarin,18,9.4,74,LW,0,0,14.7,211,Chicago Blackhawks,1597,19:28
183,28,37,1.6,26,32,700,54.9,852,15,43,5,72,21,4.7,11,6,35,Jonathan Toews,7,6.3,58,C,0,0,10.6,199,Chicago Blackhawks,1451,20:09
184,33,47,5.5,34,107,0,,0,4,24,2,80,6,4.0,13,2,16,Duncan Keith,22,9.5,53,D,0,0,3.3,183,Chicago Blackhawks,2049,25:37
185,38,19,1.4,13,36,9,35.7,5,20,32,7,73,26,4.4,6,5,8,Marian Hossa,7,5.8,45,RW,0,1,15.6,167,Chicago Blackhawks,1231,16:51
186,28,23,1.4,19,27,506,45.1,416,18,18,7,64,22,4.2,4,4,30,Artem Anisimov,9,5.6,45,C,0,0,21.0,105,Chicago Blackhawks,1142,17:51
187,25,22,1.7,17,45,5,28.6,2,18,147,5,82,22,3.9,5,4,58,Richard Panik,14,5.6,44,RW,0,0,14.2,155,Chicago Blackhawks,1208,14:44
188,31,36,3.5,24,147,1,0.0,0,1,111,0,79,3,2.5,12,2,26,Brent Seabrook,5,6.0,39,D,0,0,2.3,131,Chicago Blackhawks,1729,21:54
189,22,12,1.4,12,30,37,40.3,25,18,121,4,76,19,2.8,0,1,70,Ryan Hartman,13,4.2,31,LW,0,0,11.2,170,Chicago Blackhawks,970,12:46
190,20,22,1.2,20,27,188,30.9,84,6,20,0,61,6,1.5,2,0,6,Nick Schmaltz,10,2.7,28,LW,0,0,9.1,66,Chicago Blackhawks,809,13:16
191,29,13,3.8,12,181,0,,0,5,23,0,73,5,0.6,0,0,20,Niklas Hjalmarsson,12,4.4,18,D,1,0,8.2,61,Chicago Blackhawks,1569,21:30
192,37,12,3.7,9,83,0,,0,3,43,1,80,5,0.6,3,2,24,Brian Campbell,12,4.3,17,D,0,0,6.8,74,Chicago Blackhawks,1474,18:26
193,26,12,1.2,12,62,370,49.1,357,5,31,0,70,5,-0.3,0,0,34,Marcus Kruger,7,0.9,17,C,0,0,6.0,83,Chicago Blackhawks,981,14:01
194,24,10,1.2,10,51,262,44.4,209,6,41,0,47,6,0.7,0,0,8,Tanner Kero,15,1.9,16,RW,0,0,10.0,60,Chicago Blackhawks,634,13:29
195,25,11,3.3,11,100,0,,0,5,22,2,58,5,1.0,0,0,29,Trevor van Riemsdyk,17,4.3,16,D,0,0,6.8,73,Chicago Blackhawks,1068,18:25
196,22,8,0.5,8,19,103,39.8,68,6,31,2,49,6,0.6,0,0,17,Vinnie Hinostroza,-1,1.1,14,LW,0,0,7.9,76,Chicago Blackhawks,587,11:59
197,26,4,0.6,4,49,205,44.6,165,4,61,0,68,4,-0.9,0,0,12,Dennis Rasmussen,-4,-0.4,8,C,0,0,5.2,77,Chicago Blackhawks,804,11:50
198,26,6,1.4,6,59,0,,0,2,76,0,50,2,0.2,0,0,22,Michal Kempny,1,1.6,8,D,0,0,3.0,67,Chicago Blackhawks,748,14:58
199,21,3,0.4,3,24,6,40.0,4,4,27,0,33,4,0.2,0,0,14,Tyler Motte,2,0.6,7,LW,0,0,8.7,46,Chicago Blackhawks,376,11:23
200,20,3,1.3,2,17,0,,0,2,16,0,38,2,0.1,1,0,4,Gustav Forsling,3,1.3,5,D,0,0,4.2,48,Chicago Blackhawks,563,14:49
201,21,3,0.3,3,2,0,,0,1,44,0,12,1,0.2,0,0,4,John Hayden,3,0.4,4,LW,0,0,4.5,22,Chicago Blackhawks,140,11:41
202,33,1,0.1,1,8,0,100.0,1,2,52,0,50,2,-0.4,0,0,28,Jordin Tootoo,-6,-0.3,3,RW,0,0,4.7,43,Chicago Blackhawks,337,6:45
203,38,2,0.4,2,25,0,,0,1,47,1,22,1,0.0,0,0,14,Michal Rozsival,-3,0.4,3,D,0,0,6.3,16,Chicago Blackhawks,341,15:30
204,35,1,0.3,1,42,0,,0,1,8,0,15,1,0.0,0,0,8,Johnny Oduya,-2,0.3,2,D,0,0,7.7,13,Chicago Blackhawks,278,18:31
205,24,0,0.0,0,6,0,,0,1,15,0,13,1,-0.2,0,0,2,Tomas Jurco,-4,-0.2,1,LW,0,0,4.3,23,Chicago Blackhawks,148,11:22
206,32,1,0.0,1,1,0,,0,0,1,0,55,0,0.0,0,0,2,Corey Crawford,0,11.0,1,G,0,0,,0,Chicago Blackhawks,3247,59:02
207,30,1,0.1,1,17,30,56.5,39,0,73,0,46,0,-1.1,0,0,22,Andrew Desjardins,-6,-1.0,1,LW,0,0,0.0,46,Chicago Blackhawks,432,9:24
208,28,0,0.0,0,0,0,,0,0,0,0,1,0,0.0,0,0,0,Spencer Abbott,0,0.0,0,LW,0,0,0.0,1,Chicago Blackhawks,9,8:34
209,28,0,0.0,0,0,0,,0,0,0,0,32,0,0.0,0,0,0,Scott Darling,0,6.2,0,G,0,0,,0,Chicago Blackhawks,1689,52:46
210,21,37,1.7,25,30,752,50.5,768,12,56,4,82,16,3.1,12,2,16,Nathan MacKinnon,-14,4.8,53,C,0,2,6.4,251,Colorado Avalanche,1635,19:57
211,26,23,0.5,17,41,411,62.6,687,14,42,3,77,18,2.6,6,3,12,Matt Duchene,-34,3.1,41,C,0,1,11.3,160,Colorado Avalanche,1409,18:18
212,20,18,0.8,12,33,21,58.0,29,16,29,2,75,20,2.6,6,4,22,Mikko Rantanen,-25,3.5,38,RW,0,0,15.0,133,Colorado Avalanche,1354,18:03
213,25,31,1.6,22,75,0,,0,6,32,2,74,7,2.8,9,1,18,Tyson Barrie,-34,4.4,38,D,0,0,3.8,182,Colorado Avalanche,1725,23:18
214,24,15,0.8,14,41,63,49.6,62,12,143,2,72,18,1.9,1,5,62,Gabriel Landeskog,-25,2.7,33,LW,0,1,10.7,169,Colorado Avalanche,1352,18:47
215,22,13,0.9,9,26,81,57.8,111,10,27,0,75,10,0.7,4,0,18,Mikhail Grigorenko,-14,1.6,23,C,0,0,11.8,85,Colorado Avalanche,1057,14:05
216,30,12,0.8,12,22,132,46.3,114,5,129,1,77,8,-0.1,0,2,58,Blake Comeau,-19,0.7,20,LW,0,1,7.8,103,Colorado Avalanche,1154,14:59
217,35,6,0.5,6,26,5,0.0,0,10,75,2,65,12,0.8,0,2,56,Rene Bourque,-19,1.2,18,RW,0,0,10.8,111,Colorado Avalanche,906,13:57
218,39,10,0.4,6,17,7,63.2,12,4,79,0,61,8,0.4,4,4,54,Jarome Iginla,-21,0.7,18,RW,0,0,6.7,120,Colorado Avalanche,900,14:45
219,36,13,3.3,10,156,0,,0,5,73,1,81,5,0.4,3,0,32,Francois Beauchemin,-14,3.7,18,D,0,0,3.8,132,Colorado Avalanche,1743,21:31
220,28,15,2.1,9,98,0,,0,2,87,1,46,2,0.8,6,0,9,Erik Johnson,-6,2.9,17,D,0,0,2.1,96,Colorado Avalanche,1016,22:05
221,23,11,0.5,10,10,3,70.0,7,3,13,0,19,5,1.4,1,2,8,Sven Andrighetto,0,1.9,16,RW,0,0,13.5,37,Colorado Avalanche,332,17:30
222,31,8,0.4,7,42,337,52.0,365,5,34,0,80,6,-0.8,1,1,22,Carl Soderberg,-26,-0.4,14,C,0,0,4.7,128,Colorado Avalanche,1076,13:27
223,33,12,1.3,12,90,0,,0,1,116,0,69,1,-0.1,0,0,38,Fedor Tyutin,-25,1.2,13,D,0,0,2.2,46,Colorado Avalanche,1307,18:56
224,26,8,0.9,8,57,0,100.0,1,4,52,0,57,4,0.6,0,0,23,Patrick Wiercioch,-18,1.5,12,D,0,0,6.3,63,Colorado Avalanche,950,16:40
225,24,4,0.6,3,26,2,50.0,2,7,18,1,43,7,0.1,0,0,4,Matthew Nieto,-9,0.6,11,LW,1,0,11.5,61,Colorado Avalanche,685,15:56
226,21,10,1.1,8,69,0,,0,0,153,0,56,0,-0.2,2,0,73,Nikita Zadorov,-20,0.8,10,D,0,0,0.0,61,Colorado Avalanche,1066,19:02
227,26,7,1.3,5,32,0,,0,1,10,0,34,2,0.3,2,1,4,Mark Barberio,-6,1.6,9,D,0,0,3.8,52,Colorado Avalanche,702,20:40
228,27,4,0.0,3,14,72,38.5,45,2,86,0,62,4,-0.5,1,2,34,Joe Colborne,-21,-0.5,8,C,0,0,8.3,48,Colorado Avalanche,663,10:42
229,26,4,0.3,3,25,0,100.0,3,3,146,0,55,3,-0.4,0,0,32,Andreas Martinsen,-10,-0.1,7,LW,1,0,5.1,59,Colorado Avalanche,530,9:38
230,32,4,0.6,4,45,240,55.4,298,3,88,1,65,3,-1.2,0,0,45,John Mitchell,-12,-0.6,7,C,0,0,5.3,57,Colorado Avalanche,816,12:33
231,21,2,0.4,2,21,86,47.6,78,2,11,1,21,3,0.0,0,1,4,J.T. Compher,0,0.4,5,LW,0,0,10.0,30,Colorado Avalanche,314,14:56
232,27,5,0.5,5,33,0,,0,0,30,0,33,0,-0.1,0,0,25,Cody Goloubef,-11,0.4,5,D,0,0,0.0,35,Colorado Avalanche,561,16:59
233,24,2,0.0,2,0,0,,0,0,0,0,50,0,0.0,0,0,2,Calvin Pickard,0,7.1,2,G,0,0,,0,Colorado Avalanche,2820,56:24
234,23,0,0.0,0,0,1,0.0,0,1,2,0,1,1,0.2,0,0,2,Samuel Henley,1,0.3,1,C,0,0,100.0,1,Colorado Avalanche,5,5:18
235,18,0,-0.1,0,3,42,40.0,28,1,3,0,6,1,0.0,0,0,0,Tyson Jost,-5,-0.1,1,C,0,0,11.1,9,Colorado Avalanche,94,15:41
236,32,0,0.1,0,2,0,,0,1,50,0,28,1,-0.2,0,0,52,Cody McLeod,-2,-0.1,1,LW,0,0,8.3,12,Colorado Avalanche,165,5:53
237,25,1,0.5,1,16,1,0.0,0,0,32,0,27,0,-0.3,0,0,12,Eric Gelinas,-4,0.2,1,D,0,0,0.0,29,Colorado Avalanche,313,11:35
238,20,1,0.0,1,3,0,,0,0,4,0,5,0,-0.1,0,0,4,A.J. Greer,-2,-0.1,1,LW,0,0,0.0,8,Colorado Avalanche,68,13:39
239,23,1,-0.1,1,4,0,,0,0,1,0,4,0,0.0,0,0,2,Rocco Grimaldi,-3,-0.1,1,C,0,0,0.0,11,Colorado Avalanche,44,11:00
240,28,1,0.0,0,0,0,,0,0,0,0,24,0,0.0,1,0,0,Semyon Varlamov,0,3.1,1,G,0,0,,0,Colorado Avalanche,1348,56:09
241,26,0,0.1,0,6,1,0.0,0,0,17,0,6,0,-0.2,0,0,0,Gabriel Bourque,0,-0.1,0,LW,0,0,0.0,4,Colorado Avalanche,67,11:12
242,22,0,-0.2,0,12,0,,0,0,38,0,12,0,-0.2,0,0,2,Anton Lindholm,-8,-0.4,0,D,0,0,0.0,7,Colorado Avalanche,177,14:45
243,21,0,0.0,0,0,0,,0,0,0,0,3,0,0.0,0,0,0,Spencer Martin,0,0.0,0,G,0,0,,0,Colorado Avalanche,179,59:49
244,23,0,-0.1,0,1,0,,0,0,10,0,3,0,0.0,0,0,2,Duncan Siemens,-2,-0.1,0,D,0,0,0.0,2,Colorado Avalanche,37,12:19
245,28,0,0.0,0,0,19,52.5,21,0,1,0,4,0,-0.1,0,0,0,Ben Smith,-2,-0.1,0,RW,0,0,0.0,1,Colorado Avalanche,43,10:46
246,27,0,0.0,0,0,0,,0,0,0,0,10,0,0.0,0,0,0,Jeremy Smith,0,0.8,0,G,0,0,,0,Colorado Avalanche,543,54:16
247,27,27,2.0,16,34,1,66.7,2,22,33,9,82,35,6.8,11,10,22,Cam Atkinson,13,8.9,62,RW,0,3,14.6,240,Columbus Blue Jackets,1483,18:05
248,22,46,1.9,25,56,676,47.4,609,11,58,5,80,13,4.0,21,2,21,Alexander Wennberg,9,5.9,59,C,0,0,11.9,109,Columbus Blue Jackets,1470,18:23
249,24,29,2.4,27,26,5,44.4,4,23,24,4,82,24,4.8,2,1,8,Brandon Saad,23,7.2,53,LW,0,0,11.4,210,Columbus Blue Jackets,1396,17:02
250,29,25,1.3,15,50,48,46.1,41,15,157,5,79,26,4.6,10,11,55,Nick Foligno,-4,5.9,51,LW,0,0,14.1,185,Columbus Blue Jackets,1456,18:26
251,27,32,1.5,22,16,223,47.5,202,10,22,1,81,18,4.6,10,8,22,Sam Gagner,10,6.1,50,C,0,0,10.1,178,Columbus Blue Jackets,1111,13:43
252,19,36,4.5,19,90,0,,0,7,41,1,78,11,4.5,17,4,14,Zach Werenski,17,9.1,47,D,0,0,5.9,188,Columbus Blue Jackets,1631,20:55
253,22,30,3.9,24,118,0,,0,11,61,3,75,12,3.9,6,1,24,Seth Jones,6,7.8,42,D,0,0,7.9,152,Columbus Blue Jackets,1755,23:24
254,30,29,2.1,26,60,718,51.7,770,10,248,5,80,12,2.0,3,1,91,Brandon Dubinsky,16,4.1,41,C,0,1,10.4,115,Columbus Blue Jackets,1432,17:54
255,34,24,1.5,23,40,3,50.0,3,11,94,1,78,13,3.0,1,2,63,Scott Hartnell,14,4.6,37,LW,0,0,12.5,104,Columbus Blue Jackets,941,12:04
256,23,16,1.9,15,80,92,50.0,92,16,216,4,82,18,2.2,1,0,52,Boone Jenner,14,4.1,34,C,0,2,8.5,211,Columbus Blue Jackets,1317,16:04
257,22,12,1.5,12,40,21,27.6,8,17,147,3,78,17,2.6,0,0,89,Josh Anderson,12,4.0,29,RW,0,0,14.3,119,Columbus Blue Jackets,938,12:01
258,24,19,1.5,17,24,525,45.3,435,5,35,3,81,6,0.5,0,1,10,William Karlsson,10,2.0,25,C,2,0,6.3,96,Columbus Blue Jackets,1084,13:23
259,26,17,5.8,15,126,0,,0,6,127,0,74,6,1.3,0,0,44,David Savard,33,7.1,23,D,2,0,4.4,135,Columbus Blue Jackets,1616,21:50
260,30,18,5.3,16,134,0,100.0,1,4,94,1,82,5,0.9,1,1,32,Jack Johnson,23,6.3,23,D,1,0,4.3,116,Columbus Blue Jackets,1789,21:49
261,27,5,0.7,4,34,14,12.5,2,7,61,1,65,10,0.4,0,0,48,Matt Calvert,-4,1.1,15,LW,1,3,10.9,92,Columbus Blue Jackets,868,13:21
262,23,6,1.0,6,28,211,52.4,232,6,66,0,62,7,0.6,0,0,25,Lukas Sedlak,10,1.6,13,LW,0,1,12.3,57,Columbus Blue Jackets,603,9:43
263,21,7,0.5,7,9,0,100.0,1,6,14,2,26,6,1.1,0,0,6,Oliver Bjorkstrand,4,1.7,13,RW,0,0,10.9,55,Columbus Blue Jackets,366,14:05
264,23,9,2.4,7,96,0,,0,2,23,0,60,2,0.1,1,0,24,Ryan Murray,3,2.4,11,D,1,0,3.8,52,Columbus Blue Jackets,1100,18:20
265,22,5,2.3,5,38,0,,0,2,36,0,66,2,-0.1,0,0,6,Markus Nutivaara,7,2.2,7,D,0,0,3.0,66,Columbus Blue Jackets,872,13:13
266,31,1,0.6,1,26,0,,0,2,24,0,20,2,0.2,0,0,12,Kyle Quincey,0,0.8,3,D,0,0,11.1,18,Columbus Blue Jackets,318,15:55
267,23,2,0.8,2,24,0,,0,1,21,0,22,1,0.1,0,0,10,Scott Harrington,3,0.9,3,D,0,0,6.3,16,Columbus Blue Jackets,286,13:00
268,26,3,0.7,3,16,0,,0,0,24,0,15,0,0.1,0,0,14,Dalton Prout,4,0.8,3,D,0,0,0.0,6,Columbus Blue Jackets,196,13:04
269,23,1,0.1,1,5,0,,0,1,16,0,10,1,0.1,0,0,6,Markus Hannikainen,0,0.2,2,LW,0,0,12.5,8,Columbus Blue Jackets,91,9:08
270,20,1,-0.1,1,2,0,,0,0,5,0,2,0,0.1,0,0,0,Gabriel Carlsson,-2,0.0,1,D,0,0,0.0,3,Columbus Blue Jackets,34,17:08
271,28,0,0.0,0,0,0,,0,0,0,0,63,0,0.0,0,0,8,Sergei Bobrovsky,0,14.9,0,G,0,0,,0,Columbus Blue Jackets,3707,58:51
272,24,0,0.0,0,,,,,0,0,0,1,0,0.0,0,0,0,Anton Forsberg,0,0.0,0,G,0,0,,0,Columbus Blue Jackets,59,58:35
273,30,0,0.1,0,4,0,,0,0,3,0,9,0,-0.2,0,0,0,Lauri Korpikoski,0,-0.1,0,LW,0,0,0.0,4,Columbus Blue Jackets,74,8:15
274,22,0,0.0,0,0,0,,0,0,0,0,14,0,0.0,0,0,0,Joonas Korpisalo,0,2.0,0,G,0,0,,0,Columbus Blue Jackets,791,56:28
275,33,0,0.0,0,0,0,,0,0,0,0,7,0,0.0,0,0,0,Curtis McElhinney,0,1.4,0,G,0,0,,0,Columbus Blue Jackets,376,53:42
276,20,0,-0.1,0,2,0,,0,0,3,0,4,0,-0.1,0,0,0,Sonny Milano,-3,-0.2,0,LW,0,0,0.0,2,Columbus Blue Jackets,47,11:41
277,24,0,0.0,0,1,0,,0,0,1,0,3,0,-0.1,0,0,0,T.J. Tynan,-1,-0.1,0,RW,0,0,0.0,3,Columbus Blue Jackets,22,7:29
278,25,46,0.9,28,26,385,51.0,401,15,60,4,82,26,6.6,18,11,22,Tyler Seguin,-15,7.5,72,C,0,0,8.6,301,Dallas Stars,1514,18:28
279,27,43,1.1,29,47,200,51.5,212,13,89,4,77,26,6.4,14,12,66,Jamie Benn,-9,7.5,69,LW,0,1,12.9,201,Dallas Stars,1492,19:22
280,33,35,0.3,18,31,324,52.2,354,12,13,4,68,15,4.1,17,2,29,Jason Spezza,-18,4.5,50,C,0,1,10.1,149,Dallas Stars,1100,16:10
281,24,36,3.6,23,117,0,100.0,1,9,42,3,80,13,4.6,13,4,34,John Klingberg,2,8.1,49,D,0,0,10.5,124,Dallas Stars,1868,23:21
282,32,16,0.5,11,32,2,50.0,2,10,60,1,59,21,3.7,5,11,16,Patrick Eaves,-10,4.2,37,RW,0,0,13.6,154,Dallas Stars,982,16:39
283,22,20,1.0,15,71,249,47.0,221,12,44,0,82,13,1.9,5,1,14,Devin Shore,-4,2.8,33,C,0,0,11.3,115,Dallas Stars,1159,14:08
284,23,21,1.0,19,62,632,48.3,590,12,101,0,80,12,1.4,2,0,67,Radek Faksa,-6,2.4,33,C,0,0,9.1,132,Dallas Stars,1294,16:10
285,27,15,1.0,12,45,9,43.8,7,12,69,3,60,12,1.7,3,0,115,Antoine Roussel,1,2.7,27,LW,0,0,14.6,82,Dallas Stars,931,15:31
286,23,8,1.4,7,23,1,50.0,1,15,153,2,78,16,1.6,1,1,38,Brett Ritchie,11,3.1,24,RW,0,0,9.6,167,Dallas Stars,1006,12:54
287,30,12,1.0,11,32,7,0.0,0,8,34,0,60,8,0.9,0,0,10,Lauri Korpikoski,5,1.9,20,LW,1,0,7.7,104,Dallas Stars,782,13:02
288,35,10,-0.2,10,24,32,47.5,29,6,24,0,48,8,0.7,0,1,31,Patrick Sharp,-22,0.6,18,LW,0,1,5.5,146,Dallas Stars,765,15:57
289,22,12,3.6,10,119,1,0.0,0,6,93,2,73,6,0.7,2,0,22,Esa Lindell,8,4.2,18,D,0,0,6.1,99,Dallas Stars,1597,21:52
290,31,6,1.1,6,37,160,45.8,135,9,91,2,69,10,0.9,0,0,12,Adam Cracknell,9,1.9,16,RW,0,1,11.5,87,Dallas Stars,722,10:28
291,25,10,0.8,10,31,3,50.0,3,6,103,3,53,6,0.8,0,0,72,Curtis McKenzie,5,1.6,16,LW,0,0,9.1,66,Dallas Stars,575,10:51
292,34,15,2.2,13,100,0,,0,0,93,0,79,1,0.0,0,1,23,Dan Hamhuis,-7,2.2,16,D,2,0,1.2,83,Dallas Stars,1529,19:22
293,29,13,1.7,10,113,0,,0,2,52,0,58,2,0.5,2,0,24,Jordie Benn,-3,2.2,15,D,1,0,3.4,59,Dallas Stars,1079,18:37
294,25,9,0.7,7,39,477,52.3,524,3,65,1,60,3,-1.2,2,0,49,Cody Eakin,-7,-0.5,12,C,0,0,3.7,82,Dallas Stars,1009,16:49
295,33,8,0.2,8,3,2,60.0,3,2,9,1,32,3,0.5,0,1,4,Jiri Hudler,-3,0.7,11,RW,0,0,11.1,27,Dallas Stars,379,11:51
296,24,6,1.2,5,130,0,,0,4,159,1,61,4,0.2,1,0,36,Stephen Johns,-10,1.3,10,D,0,0,4.4,91,Dallas Stars,1114,18:15
297,24,2,0.9,1,53,0,,0,5,51,1,41,5,0.5,0,0,37,Jamie Oleksiak,-4,1.4,7,D,1,0,15.2,33,Dallas Stars,665,16:13
298,33,3,0.2,2,4,0,,0,3,1,0,15,4,0.6,1,1,0,Ales Hemsky,-1,0.8,7,RW,0,0,13.3,30,Dallas Stars,216,14:25
299,21,6,0.5,6,11,0,100.0,1,1,30,0,18,1,0.1,0,0,8,Remi Elie,5,0.6,7,LW,0,0,6.7,15,Dallas Stars,281,15:38
300,35,6,1.1,6,81,0,,0,1,21,0,37,1,0.0,0,0,10,Johnny Oduya,-2,1.1,7,D,0,0,4.2,24,Dallas Stars,672,18:10
301,22,3,0.2,3,6,34,42.4,25,2,6,0,17,3,0.4,0,0,21,Gemel Smith,-1,0.5,6,C,0,1,15.8,19,Dallas Stars,231,13:35
302,21,4,0.2,3,15,0,,0,1,9,1,16,1,0.3,1,0,4,Julius Honka,-4,0.5,5,D,0,0,2.9,34,Dallas Stars,270,16:52
303,24,3,0.8,3,47,0,,0,0,45,0,40,0,-0.5,0,0,14,Patrik Nemeth,-4,0.3,3,D,0,0,0.0,46,Dallas Stars,631,15:47
304,26,3,0.2,3,23,0,,0,0,25,0,12,0,0.1,0,0,6,Greg Pateryn,-2,0.3,3,D,0,0,0.0,14,Dallas Stars,210,17:31
305,21,0,0.0,0,4,9,30.8,4,2,8,0,10,2,0.1,0,0,0,Jason Dickinson,-3,0.1,2,C,0,0,22.2,9,Dallas Stars,118,11:47
306,26,2,0.1,1,0,31,55.1,38,0,1,0,9,0,0.0,1,0,2,Justin Dowling,0,0.0,2,C,0,0,0.0,11,Dallas Stars,94,10:28
307,33,1,0.0,1,0,0,,0,0,0,0,59,0,0.0,0,0,4,Kari Lehtonen,0,7.1,1,G,0,0,,0,Dallas Stars,3177,53:51
308,19,0,0.0,0,3,0,,0,0,1,0,1,0,0.0,0,0,0,Denis Gurianov,-1,-0.1,0,RW,0,0,,0,Dallas Stars,13,13:06
309,23,0,0.0,0,1,2,0.0,0,0,0,0,1,0,0.0,0,0,0,Mark McNeill,-1,-0.1,0,RW,0,0,0.0,1,Dallas Stars,14,13:49
310,33,0,0.0,0,0,0,,0,0,0,0,37,0,0.0,0,0,0,Antti Niemi,0,3.0,0,G,0,0,,0,Dallas Stars,1729,46:43
311,36,51,2.7,40,30,657,51.8,705,15,58,0,82,17,4.9,11,2,22,Henrik Zetterberg,15,7.6,68,LW,0,0,8.7,195,Detroit Red Wings,1617,19:43
312,27,36,1.7,29,20,1,80.0,4,10,54,2,76,12,2.9,7,2,18,Gustav Nyquist,0,4.7,48,RW,0,0,7.3,165,Detroit Red Wings,1325,17:26
313,26,21,1.5,18,24,5,61.5,8,20,92,5,82,25,3.9,3,5,26,Tomas Tatar,-8,5.4,46,LW,0,0,15.1,166,Detroit Red Wings,1417,17:17
314,32,24,1.0,13,54,561,53.8,653,11,64,0,79,17,2.6,11,4,18,Frans Nielsen,-19,3.6,41,C,0,2,10.5,162,Detroit Red Wings,1355,17:09
315,33,23,1.0,17,2,9,40.0,6,10,23,2,48,15,3.9,6,5,16,Thomas Vanek,2,4.9,38,LW,0,0,15.2,99,Detroit Red Wings,702,14:37
