,average_age,chances_pp,games,goals,goals_pp,goals_sh,losses,losses_ot,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team,total_goals_per_game,wins
0,27.6,251,82,220,47,9,23,13,281,197,43,7,100.9,84.7,105,0.64,18.73,0.9209999999999999,9.1,2425,2424,-0.04,0.24,Anaheim Ducks,5.16,46
1,27.3,235,82,191,38,8,42,10,260,258,59,7,99.4,77.31,70,0.42700000000000005,16.17,0.912,8.4,2281,2785,0.01,-0.76,Arizona Coyotes,5.57,30
2,28.8,244,82,232,53,10,31,7,266,209,38,6,99.2,85.71,95,0.579,21.72,0.9079999999999999,8.5,2721,2186,0.0,0.27,Boston Bruins,5.44,44
3,26.4,233,82,199,57,3,37,12,237,231,53,4,99.9,77.64,78,0.47600000000000003,24.46,0.9209999999999999,8.0,2491,2803,0.03,-0.41,Buffalo Sabres,5.34,33
4,28.3,258,82,222,52,8,33,4,277,219,51,5,100.0,81.59,94,0.573,20.16,0.91,9.3,2388,2345,-0.04,0.02,Calgary Flames,5.45,45
5,26.8,231,82,212,41,10,31,15,202,230,32,6,98.9,84.16,87,0.53,17.75,0.904,8.5,2493,2312,0.05,-0.21,Carolina Hurricanes,5.5,36
6,29.4,233,82,240,42,1,23,9,211,212,47,7,101.3,77.73,109,0.665,18.03,0.92,9.6,2508,2568,-0.06,0.32,Chicago Blackhawks,5.57,50
7,27.6,239,82,165,30,5,56,4,274,276,64,2,97.2,76.64,48,0.293,12.55,0.899,7.2,2303,2588,0.05,-1.32,Colorado Avalanche,5.41,22
8,26.2,211,82,247,42,10,24,8,223,193,39,2,101.6,82.51,108,0.659,19.91,0.9259999999999999,9.7,2540,2480,0.02,0.68,Columbus Blue Jackets,5.41,50
9,28.5,257,82,222,46,5,37,11,249,260,65,11,98.8,73.9,79,0.48200000000000004,17.9,0.899,8.9,2505,2426,-0.01,-0.48,Dallas Stars,5.91,34
10,28.4,252,82,198,38,3,36,13,235,244,45,9,99.1,80.85,79,0.48200000000000004,15.08,0.9059999999999999,8.5,2335,2499,0.04,-0.41,Detroit Red Wings,5.5,33
11,26.7,245,82,243,56,4,26,9,223,207,43,5,100.9,80.72,103,0.628,22.86,0.917,9.5,2547,2409,-0.06,0.37,Edmonton Oilers,5.6,47
12,28.6,265,82,205,45,8,36,11,245,231,36,8,99.1,85.31,81,0.494,16.98,0.915,7.8,2644,2584,0.03,-0.3,Florida Panthers,5.45,35
13,29.1,241,82,199,46,5,35,8,245,201,38,3,98.6,84.49,86,0.524,19.09,0.912,7.8,2553,2105,-0.02,-0.07,Los Angeles Kings,4.95,39
14,28.3,224,82,263,47,5,25,8,217,206,37,3,101.8,82.95,106,0.6459999999999999,20.98,0.919,10.4,2527,2458,-0.08,0.63,Minnesota Wild,5.78,49
15,28.8,230,82,223,45,5,26,9,249,198,47,6,100.9,81.12,103,0.628,19.57,0.9209999999999999,9.1,2459,2422,-0.01,0.31,Montreal Canadiens,5.2,47
16,27.9,259,82,238,49,12,29,12,241,220,46,6,100.4,80.91,94,0.573,18.92,0.917,9.3,2557,2458,-0.04,0.16,Nashville Predators,5.66,41
17,28.1,251,82,180,44,6,40,14,261,241,53,12,98.8,79.69,70,0.42700000000000005,17.53,0.9109999999999999,7.9,2279,2559,0.08,-0.67,New Jersey Devils,5.21,28
18,28.4,234,82,239,35,5,29,12,227,238,40,7,100.5,82.38,94,0.573,14.96,0.9109999999999999,9.6,2480,2609,0.05,0.03,New York Islanders,5.89,41
19,28.3,232,82,253,47,9,28,6,224,216,45,5,101.4,79.91,102,0.622,20.26,0.914,10.4,2438,2460,0.03,0.47,New York Rangers,5.8,48
20,28.8,254,82,206,43,7,28,10,247,210,50,3,100.1,79.76,98,0.598,16.93,0.9159999999999999,8.4,2463,2463,0.01,-0.01,Ottawa Senators,5.2,44
21,27.6,277,82,212,54,4,33,10,247,231,50,9,98.7,79.76,88,0.537,19.49,0.905,8.2,2585,2323,0.04,-0.17,Philadelphia Flyers,5.55,39
22,28.7,260,82,278,60,5,21,11,257,229,52,7,101.4,79.77,111,0.677,23.08,0.917,10.1,2745,2663,0.01,0.59,Pittsburgh Penguins,6.29,50
23,29.6,246,82,219,41,7,29,7,212,200,41,6,100.1,80.66,99,0.604,16.67,0.9159999999999999,8.9,2453,2258,-0.03,0.21,San Jose Sharks,5.15,46
24,28.0,235,82,233,50,3,29,7,263,216,40,5,100.7,84.79,99,0.604,21.28,0.9129999999999999,10.0,2330,2312,-0.04,0.17,St. Louis Blues,5.52,46
25,26.8,272,82,230,62,4,30,10,258,224,48,8,100.4,81.4,94,0.573,22.79,0.914,9.4,2452,2481,0.01,0.09,Tampa Bay Lightning,5.62,42
26,26.2,244,82,250,57,6,27,15,251,234,44,7,100.8,82.47,95,0.579,23.36,0.915,9.6,2617,2666,0.0,0.11,Toronto Maple Leafs,6.01,40
27,28.8,227,82,178,32,2,43,9,223,241,52,6,98.8,76.68,69,0.42100000000000004,14.1,0.9129999999999999,7.8,2273,2591,0.01,-0.73,Vancouver Canucks,5.18,30
28,28.4,248,82,261,57,5,19,8,272,177,44,3,102.4,83.82,118,0.72,22.98,0.925,10.5,2495,2275,0.0,0.99,Washington Capitals,5.43,55
29,26.1,264,82,246,48,10,35,7,275,255,62,9,100.1,77.45,87,0.53,18.18,0.904,10.0,2448,2534,-0.03,-0.11,Winnipeg Jets,6.16,40
