,Adjusted GAA,Age,GA Pct -,Games Played,Games Started,Goalie Point Shares,Goals Against,Goals Against Average,Goals Saved Above Average,Losses,Minutes,Player,Quality Start Percentage,Quality Starts,Really Bad Starts,Save Percentage,Saves,Shots Against,Shutouts,Team,Ties OT Losses,Wins
44,3.05,30,99,16,12,2.3,33,2.64,0.37,2,749,Alex Auld,.500,6,2,.914,350,383,0,Montreal Canadiens,2,6
45,2.42,28,81,64,64,15.1,134,2.12,31.96,22,3789,Pekka Rinne,.672,43,8,.930,1771,1905,6,Nashville Predators,9,33
46,2.97,22,98,22,18,3.6,49,2.60,1.18,5,1131,Anders Lindback,.667,12,2,.915,527,576,2,Nashville Predators,2,11
47,3.60,24,,1,0,0.1,3,3.60,,0,50,Mark Dekanich,,0,0,.880,22,25,0,Nashville Predators,0,0
48,2.81,38,111,56,54,6.3,127,2.45,-12.62,26,3116,Martin Brodeur,.519,28,9,.903,1186,1313,6,New Jersey Devils,3,23
49,2.72,37,100,34,27,4.6,68,2.38,-0.31,12,1717,Johan Hedberg,.630,17,4,.912,709,777,3,New Jersey Devils,2,15
50,3.56,27,,2,1,0.2,6,3.05,,1,118,Mike McKenna,.000,0,0,.893,50,56,0,New Jersey Devils,0,0
51,2.76,25,90,20,18,4.1,46,2.39,4.96,5,1154,Al Montoya,.722,13,0,.921,539,585,1,New York Islanders,5,9
52,3.95,29,131,26,25,2.2,88,3.44,-20.66,14,1533,Rick DiPietro,.360,9,7,.886,685,773,1,New York Islanders,4,8
53,3.03,41,97,20,20,4.0,53,2.64,1.80,13,1206,Dwayne Roloson,.600,12,1,.916,576,629,0,New York Islanders,1,6
54,2.81,20,,10,7,1.9,20,2.44,,2,491,Kevin Poulin,.714,5,1,.924,242,262,0,New York Islanders,1,4
55,4.91,22,,4,4,0.1,15,4.33,,1,208,Mikko Koskinen,.500,2,2,.873,103,118,0,New York Islanders,0,2
56,4.68,27,,10,7,0.9,26,4.06,,4,384,Nathan Lawson,.429,3,2,.893,217,243,0,New York Islanders,2,1
57,2.61,28,89,68,67,14.0,152,2.28,19.18,27,4007,Henrik Lundqvist,.537,36,9,.923,1813,1965,11,New York Rangers,5,36
58,2.46,33,89,17,15,3.0,33,2.13,4.11,6,928,Martin Biron,.667,10,1,.923,393,426,0,New York Rangers,0,8
59,6.00,24,,1,0,-0.1,2,6.00,,0,20,Chad Johnson,,0,0,.818,9,11,0,New York Rangers,0,0
60,3.66,25,122,43,39,4.2,122,3.19,-22.08,19,2293,Brian Elliott,.359,14,12,.894,1025,1147,3,Ottawa Senators,8,13
61,2.33,29,70,18,18,5.3,36,2.05,15.31,5,1055,Craig Anderson,.778,14,1,.939,553,589,2,Ottawa Senators,1,11
62,3.22,28,106,14,13,2.1,36,2.83,-1.94,7,763,Pascal Leclaire,.615,8,1,.908,355,391,0,Ottawa Senators,1,4
63,3.01,27,,7,6,1.3,17,2.56,,4,399,Curtis McElhinney,.500,3,1,.917,188,205,0,Ottawa Senators,0,3
64,4.05,19,,8,5,0.5,20,3.52,,4,341,Robin Lehner,.200,1,2,.888,158,178,0,Ottawa Senators,0,1
65,4.96,27,,4,1,-0.1,7,4.34,,1,97,Mike Brodeur,.000,0,1,.833,35,42,0,Ottawa Senators,0,0
66,2.96,22,98,54,52,9.4,130,2.59,3.03,13,3017,Sergei Bobrovsky,.654,34,6,.915,1397,1527,0,Philadelphia Flyers,8,28
67,2.77,34,97,34,29,5.7,76,2.42,2.58,10,1885,Brian Boucher,.586,17,3,.916,826,902,0,Philadelphia Flyers,4,18
68,5.02,29,,1,1,0.1,4,4.01,,0,60,Michael Leighton,.000,0,0,.889,32,36,0,Philadelphia Flyers,0,1
69,2.66,26,94,65,62,11.4,143,2.32,8.76,20,3695,Marc-Andre Fleury,.597,37,10,.918,1599,1742,3,Pittsburgh Penguins,5,36
70,2.50,33,89,23,20,4.3,47,2.17,5.62,5,1297,Brent Johnson,.750,15,4,.922,557,604,1,Pittsburgh Penguins,3,13
71,2.72,27,92,60,60,11.7,140,2.38,11.67,18,3524,Antti Niemi,.617,37,6,.920,1601,1741,6,San Jose Sharks,6,35
72,3.10,30,119,24,22,2.4,64,2.71,-10.42,7,1414,Antero Niittymaki,.500,11,5,.896,551,615,0,San Jose Sharks,3,12
73,0.00,23,,1,0,0.1,0,0.00,,0,30,Alex Stalock,,0,0,1.000,9,9,0,San Jose Sharks,0,1
74,2.84,25,103,57,57,8.6,136,2.48,-3.76,21,3294,Jaroslav Halak,.561,32,7,.910,1382,1518,7,St. Louis Blues,7,27
75,3.69,34,136,25,20,1.3,69,3.22,-18.30,8,1285,Ty Conklin,.300,6,7,.881,513,582,2,St. Louis Blues,4,8
76,3.25,24,,7,5,0.7,17,2.77,,4,369,Ben Bishop,.400,2,3,.899,151,168,1,St. Louis Blues,0,3
77,2.95,41,101,34,34,5.7,85,2.56,-0.76,12,1993,Dwayne Roloson,.529,18,7,.912,882,967,4,Tampa Bay Lightning,4,18
78,3.34,28,116,22,20,2.5,58,2.89,-7.82,6,1202,Mike Smith,.500,10,5,.899,518,576,1,Tampa Bay Lightning,1,13
79,3.36,30,127,31,26,2.4,82,2.93,-17.45,7,1679,Dan Ellis,.385,10,8,.889,659,741,2,Tampa Bay Lightning,6,13
80,1.00,25,,2,2,0.8,2,1.00,,0,120,Cedrick Desjardins,1.000,2,0,.968,61,63,0,Tampa Bay Lightning,0,2
81,2.97,22,91,37,35,7.8,90,2.60,8.79,10,2080,James Reimer,.600,21,4,.921,1044,1134,3,Toronto Maple Leafs,5,20
82,3.31,33,115,33,26,3.4,78,2.87,-10.31,11,1633,Jean-Sebastien Giguere,.500,13,3,.900,699,777,0,Toronto Maple Leafs,4,11
83,3.77,26,126,23,21,2.1,68,3.28,-13.99,13,1242,Jonas Gustavsson,.286,6,4,.890,552,620,0,Toronto Maple Leafs,2,6
84,2.41,31,83,60,60,13.6,126,2.11,26.71,15,3590,Roberto Luongo,.667,40,4,.928,1627,1753,4,Vancouver Canucks,7,38
85,2.54,24,82,25,22,5.6,51,2.23,11.20,4,1372,Cory Schneider,.682,15,3,.929,663,714,1,Vancouver Canucks,2,16
86,2.81,22,98,48,44,7.8,110,2.45,1.77,12,2689,Michal Neuvirth,.477,21,4,.914,1173,1283,4,Washington Capitals,4,27
87,2.54,22,88,27,25,5.5,58,2.23,8.12,9,1560,Semyon Varlamov,.720,18,2,.924,701,759,2,Washington Capitals,5,11
88,2.04,21,76,14,12,2.8,22,1.79,6.92,2,736,Braden Holtby,.667,8,2,.934,310,332,2,Washington Capitals,2,10
