,average_age,chances_pp,games,goals,goals_against_ev,goals_ev,goals_pp,goals_sh,losses,losses_ot,losses_shootout,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,pen_min_per_game,pen_min_per_game_opp,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team_name,total_goals_per_game,wins,wins_shootout
0,27.9,251,82,252,148,191,55,2,18,8,2,256,193,38,5,101.1,85.16,9.2,8.9,120,0.732,21.91,0.9179999999999999,9.9,2510,2332,-0.02,0.7,Washington Capitals*,5.43,56,4
1,28.9,262,82,267,154,197,58,10,23,9,2,248,230,44,15,99.8,82.26,8.8,7.9,109,0.665,22.14,0.905,10.1,2624,2123,-0.01,0.45,Dallas Stars*,6.06,50,2
2,28.0,237,82,224,151,164,51,4,24,9,4,276,201,41,5,100.1,85.14,10.5,9.2,107,0.652,21.52,0.919,8.9,2474,2439,0.0,0.28,St. Louis Blues*,5.18,49,5
3,29.0,261,82,245,150,182,48,11,26,8,4,257,203,40,5,100.5,84.44,8.5,8.7,104,0.634,18.39,0.919,8.9,2722,2348,-0.01,0.5,Pittsburgh Penguins*,5.46,48,4
4,27.4,245,82,218,146,152,56,7,25,11,4,290,192,37,3,99.2,87.24,12.5,10.5,103,0.628,22.86,0.915,8.7,2483,2177,-0.05,0.27,Anaheim Ducks*,5.0,46,3
5,29.2,278,82,239,138,180,47,5,26,9,3,268,203,55,5,101.7,79.48,10.4,10.2,103,0.628,16.91,0.9179999999999999,9.8,2358,2391,-0.02,0.42,Florida Panthers*,5.39,47,7
6,28.6,252,82,235,158,167,57,10,26,9,2,233,209,46,3,99.6,80.26,7.5,8.6,103,0.628,22.62,0.9179999999999999,9.4,2498,2526,0.0,0.32,Chicago Blackhawks*,5.41,47,1
7,28.3,235,82,225,136,171,47,5,28,6,3,285,195,53,3,99.8,81.4,10.6,9.1,102,0.622,20.0,0.915,8.5,2625,2254,-0.04,0.32,Los Angeles Kings*,5.12,48,2
8,29.6,226,82,236,152,188,42,3,27,9,2,243,217,53,5,102.1,78.19,8.6,7.7,101,0.616,18.58,0.9129999999999999,10.0,2336,2383,0.01,0.24,New York Rangers*,5.52,46,3
9,27.9,229,82,232,169,178,43,7,27,10,5,232,216,36,6,100.6,84.48,8.8,9.2,100,0.61,18.78,0.915,9.4,2412,2495,0.0,0.19,New York Islanders*,5.46,45,5
