,age,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,expected_plsmns,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,on_ice_shot_pct,on_ice_sv_pct,pdo,player,pos,shot_thru_percentage,takeaways,toi_pbp_per_60_all,toi_pbp_per_60_ev,total_shots_attempted_all,zs_defense_pct,zs_offense_pct,team
129,29,983,880,47.2,-0.7,-9.0,772,645,45.5,-2.8,76,28,7.5,88.5,96.0,Kyle Okposo,RW,57.7,24,17:02,13:31,279.0,45.7,54.3,Buffalo Sabres
130,35,1011,1064,51.3,4.8,-0.4,787,838,51.6,5.4,82,20,7.4,88.8,96.2,Jason Pominville,RW,60.4,22,14:54,12:57,278.0,36.5,63.5,Buffalo Sabres
131,31,846,726,46.2,-1.4,-8.4,653,548,45.6,-2.1,74,31,6.2,91.8,98.0,Benoit Pouliot,LW,57.5,35,13:41,11:21,146.0,48.3,51.7,Buffalo Sabres
132,29,37,34,47.9,-1.3,0.5,30,29,49.2,-0.2,3,0,12.0,91.3,103.3,Zach Redmond,D,70.0,1,14:29,14:16,10.0,41.4,58.6,Buffalo Sabres
133,22,1002,1099,52.3,6.3,1.2,781,846,52.0,6.0,82,29,6.7,90.0,96.7,Sam Reinhart,C,62.8,29,17:06,13:45,298.0,44.5,55.5,Buffalo Sabres
134,23,1472,1389,48.5,1.1,-8.3,1132,1077,48.8,1.5,73,47,7.7,89.9,97.6,Rasmus Ristolainen,D,51.6,12,26:30,19:60,353.0,47.0,53.0,Buffalo Sabres
135,24,508,507,50.0,3.7,-0.6,399,391,49.5,3.3,48,12,7.5,89.3,96.8,Evan Rodrigues,C,54.8,20,13:56,11:31,166.0,51.2,48.8,Buffalo Sabres
136,27,1525,1400,47.9,0.1,-7.9,1191,1079,47.5,-0.2,82,41,7.4,90.7,98.1,Marco Scandella,D,45.1,24,23:19,19:04,306.0,50.0,50.0,Buffalo Sabres
137,27,232,202,46.5,-2.7,-4.1,183,145,44.2,-6.1,15,6,8.3,87.0,95.3,Matt Tennyson,D,53.2,1,17:58,15:32,47.0,51.6,48.4,Buffalo Sabres
138,25,633,537,45.9,-1.9,-7.5,481,416,46.4,-1.3,49,14,7.0,89.4,96.3,Scott Wilson,C/LW,62.5,11,13:58,12:22,136.0,52.4,47.6,Buffalo Sabres
139,21,117,143,55.0,0.6,1.6,93,116,55.5,-1.2,10,4,5.0,90.5,95.5,Rasmus Andersson,D,34.8,0,15:26,13:02,23.0,41.2,58.8,Calgary Flames
140,28,1062,1368,56.3,4.2,4.6,834,1038,55.4,3.4,82,48,6.2,88.4,94.6,Mikael Backlund,C,57.5,81,19:01,14:28,372.0,53.3,46.7,Calgary Flames
141,29,229,200,46.6,-6.8,-2.1,180,143,44.3,-8.5,18,18,6.0,91.9,97.9,Matt Bartkowski,D,56.8,3,13:21,12:23,37.0,47.1,52.9,Calgary Flames
142,21,979,1088,52.6,-0.9,1.8,730,797,52.2,-1.1,82,32,5.6,91.0,96.7,Sam Bennett,C,53.6,54,14:24,12:17,293.0,40.5,59.5,Calgary Flames
143,27,1358,1401,50.8,-3.6,0.5,1040,1046,50.1,-3.8,73,68,7.8,91.0,98.8,T.J. Brodie,D,45.4,48,23:41,19:04,260.0,49.9,50.1,Calgary Flames
144,32,795,797,50.1,-4.3,-4.0,584,599,50.6,-3.3,76,31,5.8,92.4,98.2,Troy Brouwer,RW,46.5,28,13:56,10:36,170.0,59.2,40.8,Calgary Flames
145,25,979,1065,52.1,-1.4,4.6,759,793,51.1,-2.6,77,33,9.9,91.5,101.4,Micheal Ferland,LW,54.0,35,15:01,13:05,263.0,43.8,56.2,Calgary Flames
146,23,46,58,55.8,4.3,1.0,36,44,55.0,2.1,4,1,6.1,95.5,101.5,Spencer Foo,RW,72.7,2,15:51,13:45,22.0,37.8,62.2,Calgary Flames
147,29,901,1155,56.2,3.4,3.2,696,896,56.3,3.6,70,26,5.3,89.3,94.6,Michael Frolik,LW,59.4,43,16:55,14:15,281.0,53.2,46.8,Calgary Flames
148,24,1190,1424,54.5,1.9,13.0,933,1059,53.2,0.4,80,100,10.2,89.8,100.0,Johnny Gaudreau,LW,55.3,44,19:25,15:52,409.0,40.7,59.3,Calgary Flames
149,34,1357,1804,57.1,6.1,13.6,1046,1360,56.5,5.7,82,46,7.3,90.3,97.7,Mark Giordano,D,49.1,50,24:47,18:29,436.0,46.8,53.2,Calgary Flames
150,34,129,133,50.8,-3.0,0.6,94,107,53.2,0.2,16,0,0.0,93.3,93.3,Tanner Glass,LW,56.0,2,9:23,8:23,25.0,55.3,44.7,Calgary Flames
151,24,1340,1807,57.4,6.7,16.2,1042,1348,56.4,5.5,82,72,7.9,90.4,98.4,Dougie Hamilton,D,53.5,31,21:32,18:19,507.0,46.9,53.1,Calgary Flames
152,26,63,44,41.1,-9.4,-1.9,46,36,43.9,-4.2,8,0,0.0,93.5,93.5,Freddie Hamilton,C,55.6,1,7:38,7:22,9.0,64.1,35.9,Calgary Flames
153,27,1261,1308,50.9,-3.7,-3.0,950,974,50.6,-3.7,74,46,6.7,91.8,98.5,Travis Hamonic,D,41.0,28,20:42,17:47,261.0,50.1,49.9,Calgary Flames
154,26,569,648,53.2,-0.7,5.3,416,491,54.1,0.7,59,17,7.3,91.9,99.3,Garnet Hathaway,RW,56.7,17,11:32,10:17,120.0,46.3,53.7,Calgary Flames
155,26,24,23,48.9,-2.9,0.0,15,18,54.5,4.3,3,4,8.3,100.0,108.3,Marek Hrivik,LW,40.0,1,8:30,8:24,5.0,66.7,33.3,Calgary Flames
156,45,238,260,52.2,0.6,2.6,183,186,50.4,-1.0,22,12,8.9,95.5,104.4,Jaromir Jagr,RW,60.4,11,13:03,11:28,53.0,37.1,62.9,Calgary Flames
157,23,813,845,51.0,-3.6,1.6,586,623,51.5,-2.7,72,20,6.5,91.3,97.8,Mark Jankowski,C,55.9,33,13:21,11:25,211.0,41.2,58.8,Calgary Flames
158,22,5,7,58.3,7.8,-0.5,5,7,58.3,8.3,1,0,0.0,100.0,100.0,Morgan Klimchuk,LW,0.0,1,7:25,7:25,1.0,28.6,71.4,Calgary Flames
159,24,855,935,52.2,-2.0,2.1,626,699,52.8,-1.3,71,24,7.2,91.5,98.8,Brett Kulak,D,42.9,17,12:59,12:34,170.0,48.3,51.7,Calgary Flames
160,22,562,594,51.4,-3.1,-0.1,408,438,51.8,-2.5,65,18,6.0,91.0,97.0,Curtis Lazar,C/RW,52.4,9,9:51,9:17,124.0,49.6,50.4,Calgary Flames
161,23,39,26,40.0,-10.9,0.1,23,19,45.2,-5.0,7,1,18.8,83.3,102.1,Ryan Lomberg,LW,83.3,0,6:15,6:14,6.0,67.9,32.1,Calgary Flames
162,21,93,90,49.2,-2.5,-0.9,64,61,48.8,-2.3,10,3,0.0,94.2,94.2,Andrew Mangiapane,LW,36.8,2,8:56,8:54,19.0,41.0,59.0,Calgary Flames
163,23,1045,1268,54.8,2.3,12.4,827,947,53.4,0.9,74,42,10.4,89.8,100.2,Sean Monahan,C,57.3,51,18:41,14:47,351.0,41.3,58.7,Calgary Flames
164,25,100,123,55.2,-1.0,1.1,75,93,55.4,-1.9,9,1,3.6,94.5,98.1,Nick Shore,C,51.6,3,15:08,12:27,31.0,50.7,49.3,Calgary Flames
165,34,580,619,51.6,-2.1,2.4,408,463,53.2,0.1,68,16,6.1,94.6,100.7,Matt Stajan,C,65.7,20,10:56,9:19,99.0,60.8,39.2,Calgary Flames
166,30,74,89,54.6,-3.3,1.2,57,68,54.4,-4.4,7,1,6.8,83.7,90.5,Chris Stewart,RW,60.0,1,10:55,10:28,15.0,45.8,54.2,Calgary Flames
167,27,1134,1112,49.5,-5.2,0.4,814,827,50.4,-3.6,82,31,6.4,91.2,97.6,Michael Stone,D,39.4,15,16:45,13:41,251.0,49.2,50.8,Calgary Flames
168,20,845,1154,57.7,6.4,8.1,651,859,56.9,6.2,68,34,7.4,90.4,97.7,Matthew Tkachuk,LW,60.8,32,17:15,14:16,309.0,54.3,45.7,Calgary Flames
169,31,248,220,47.0,-5.8,-3.6,181,161,47.1,-5.2,24,20,3.6,93.9,97.6,Kris Versteeg,RW,55.7,14,13:11,10:04,88.0,52.6,47.4,Calgary Flames
170,20,1015,1259,55.4,0.9,5.4,798,924,53.7,0.0,78,53,9.3,90.0,99.4,Sebastian Aho,RW,51.3,59,17:55,15:12,390.0,43.0,57.0,Carolina Hurricanes
171,23,6,6,50.0,18.1,-0.4,5,5,50.0,25.0,1,0,0.0,100.0,100.0,Trevor Carrick,D,100.0,0,7:32,7:32,1.0,25.0,75.0,Carolina Hurricanes
172,26,478,472,49.7,-7.8,-2.3,375,349,48.2,-8.3,33,14,6.8,91.8,98.6,Klas Dahlbeck,D,46.2,7,16:22,15:15,93.0,43.5,56.5,Carolina Hurricanes
173,24,453,546,54.7,-0.9,-0.5,343,401,53.9,-0.6,49,13,7.4,91.3,98.6,Phillip Di Giuseppe,LW,52.0,16,10:30,10:23,123.0,47.8,52.2,Carolina Hurricanes
174,25,1261,1584,55.7,1.6,5.4,971,1140,54.0,0.6,76,66,6.7,88.5,95.2,Justin Faulk,D,50.1,63,22:16,18:48,421.0,41.7,58.3,Carolina Hurricanes
175,21,1005,1067,51.5,-4.5,-8.8,762,756,49.8,-5.4,67,34,7.1,93.0,100.1,Haydn Fleury,D,47.5,21,16:48,15:49,181.0,39.5,60.5,Carolina Hurricanes
176,21,12,19,61.3,7.8,0.6,9,15,62.5,9.7,2,0,21.4,100.0,121.4,Warren Foegele,LW,75.0,1,11:56,9:53,8.0,54.5,45.5,Carolina Hurricanes
177,21,1131,1471,56.5,2.8,12.4,883,1089,55.2,2.6,79,58,6.7,89.1,95.8,Noah Hanifin,D,48.4,50,18:52,16:58,341.0,36.9,63.1,Carolina Hurricanes
178,27,282,278,49.6,-3.6,-0.2,211,207,49.5,-2.5,31,3,4.6,89.8,94.4,Josh Jooris,C,64.6,9,10:31,9:32,65.0,50.0,50.0,Carolina Hurricanes
179,27,381,448,54.0,0.4,1.5,291,320,52.4,-0.5,48,11,4.8,92.0,96.7,Marcus Kruger,C,51.7,10,10:50,9:34,58.0,55.2,44.8,Carolina Hurricanes
180,19,26,58,69.0,13.6,0.9,20,48,70.6,16.3,4,2,0.0,75.0,75.0,Janne Kuokkanen,C/LW,60.0,3,11:04,11:04,10.0,37.9,62.1,Carolina Hurricanes
181,23,1046,1200,53.4,-1.7,4.1,793,889,52.9,-0.8,81,34,7.6,89.5,97.1,Elias Lindholm,C,57.3,48,17:54,13:55,267.0,42.7,57.3,Carolina Hurricanes
182,23,906,1093,54.7,-0.1,-0.8,687,803,53.9,0.4,80,34,7.1,90.1,97.2,Brock McGinn,LW,48.9,38,14:30,12:58,327.0,42.5,57.5,Carolina Hurricanes
183,22,128,146,53.3,-1.9,-0.3,111,97,46.6,-7.2,10,3,11.4,93.5,104.9,Roland McKeown,D,26.9,1,13:25,13:24,26.0,38.2,61.8,Carolina Hurricanes
184,19,9,7,43.8,11.4,-1.0,8,5,38.5,11.8,1,1,0.0,100.0,100.0,Martin Necas,C,,1,6:54,6:54,0.0,0.0,100.0,Carolina Hurricanes
185,25,594,628,51.4,-4.1,-3.6,453,447,49.7,-4.6,75,20,5.9,90.6,96.5,Joakim Nordstrom,C,51.6,27,10:34,8:49,188.0,48.8,51.2,Carolina Hurricanes
186,23,1007,1182,54.0,-0.5,5.0,771,863,52.8,-0.5,65,24,7.9,90.1,98.0,Brett Pesce,D,43.8,38,20:54,18:15,201.0,50.6,49.4,Carolina Hurricanes
187,24,903,975,51.9,-3.6,0.4,677,718,51.5,-2.7,71,39,7.8,92.5,100.3,Victor Rask,C,54.5,48,15:23,13:16,231.0,37.9,62.1,Carolina Hurricanes
188,20,12,11,47.8,-13.8,-0.2,9,8,47.1,-13.2,1,0,0.0,85.7,85.7,Nicolas Roy,C,50.0,1,10:46,10:46,2.0,16.7,83.3,Carolina Hurricanes
189,31,861,1148,57.1,3.2,7.6,665,837,55.7,2.9,80,48,7.8,87.8,95.7,Derek Ryan,C,54.7,54,15:36,13:13,247.0,40.0,60.0,Carolina Hurricanes
190,25,1071,1351,55.8,1.6,10.1,820,988,54.6,1.7,82,62,6.7,87.8,94.5,Jeff Skinner,C,56.6,93,16:42,14:36,488.0,34.2,65.8,Carolina Hurricanes
191,23,1351,1622,54.6,-0.1,6.5,1022,1205,54.1,1.0,82,40,8.6,90.0,98.6,Jaccob Slavin,D,51.3,77,22:35,19:23,300.0,53.1,46.9,Carolina Hurricanes
192,29,1044,1263,54.7,0.0,6.9,811,931,53.4,-0.2,79,44,8.3,90.2,98.5,Jordan Staal,C,58.0,58,19:15,14:54,276.0,51.3,48.7,Carolina Hurricanes
193,34,359,440,55.1,0.3,1.8,286,311,52.1,-1.2,37,23,5.0,90.5,95.5,Lee Stempniak,RW,46.6,17,12:28,11:58,88.0,39.7,60.3,Carolina Hurricanes
194,23,916,1215,57.0,3.2,9.2,727,895,55.2,2.3,82,33,9.6,90.1,99.7,Teuvo Teravainen,C,52.6,47,16:53,14:12,352.0,39.0,61.0,Carolina Hurricanes
195,26,1054,1304,55.3,0.7,6.5,804,988,55.1,2.2,79,19,8.3,91.7,100.0,Trevor van Riemsdyk,D,56.6,45,17:03,15:33,196.0,39.0,61.0,Carolina Hurricanes
196,22,87,99,53.2,-1.9,0.8,69,77,52.7,-1.1,11,4,3.2,87.8,90.9,Lucas Wallmark,C,61.5,4,9:30,9:07,26.0,35.4,64.6,Carolina Hurricanes
197,36,1039,1297,55.5,1.3,0.7,796,938,54.1,0.9,82,85,8.2,90.3,98.5,Justin Williams,RW,55.5,46,16:35,14:27,357.0,44.7,55.3,Carolina Hurricanes
198,22,90,132,59.5,5.1,1.3,71,98,58.0,5.4,10,4,11.8,93.0,104.7,Valentin Zykov,LW,64.3,5,13:42,12:45,28.0,30.5,69.5,Carolina Hurricanes
199,29,937,932,49.9,-3.3,-8.3,712,655,47.9,-4.0,72,26,6.9,91.1,97.9,Artem Anisimov,C,57.5,18,16:47,12:36,226.0,47.2,52.8,Chicago Blackhawks
200,27,462,475,50.7,-4.1,4.7,328,347,51.4,-0.9,53,8,6.7,93.1,99.7,Lance Bouma,C,66.7,5,10:39,9:28,84.0,55.5,44.5,Chicago Blackhawks
201,23,155,174,52.9,-5.9,-0.7,119,118,49.8,-6.9,11,7,10.8,87.8,98.6,Carl Dahlstrom,D,40.0,2,17:31,16:02,30.0,53.4,46.6,Chicago Blackhawks
202,20,957,1135,54.3,2.2,-2.3,716,784,52.3,1.6,82,25,10.1,91.0,101.1,Alex DeBrincat,RW,50.6,33,14:48,12:37,358.0,41.1,58.9,Chicago Blackhawks
203,22,269,314,53.9,2.0,2.3,205,212,50.8,-0.1,23,1,8.0,91.7,99.7,Anthony Duclair,LW,48.3,10,13:02,11:40,58.0,42.3,57.7,Chicago Blackhawks
204,22,76,58,43.3,-2.7,-1.1,49,40,44.9,-1.9,6,0,8.6,90.2,98.8,Victor Ejdsell,C,43.8,2,13:19,12:33,16.0,40.0,60.0,Chicago Blackhawks
205,21,641,618,49.1,-6.8,-4.6,503,423,45.7,-8.6,41,38,8.8,90.8,99.6,Gustav Forsling,D,50.3,18,19:09,15:28,163.0,49.2,50.8,Chicago Blackhawks
206,30,266,398,59.9,9.2,3.0,202,305,60.2,11.5,23,21,4.5,93.1,97.6,Cody Franson,D,49.0,7,16:37,14:23,104.0,34.2,65.8,Chicago Blackhawks
207,25,567,704,55.4,6.6,3.6,414,504,54.9,7.6,35,23,9.3,89.6,98.9,Erik Gustafsson,D,54.2,12,18:33,17:07,131.0,42.6,57.4,Chicago Blackhawks
208,23,643,761,54.2,0.8,-1.1,477,526,52.4,1.0,57,13,8.4,91.4,99.8,Ryan Hartman,RW,51.3,18,12:48,11:56,187.0,39.2,60.8,Chicago Blackhawks
209,22,456,414,47.6,-6.4,-1.8,325,301,48.1,-3.6,47,8,7.3,91.3,98.6,John Hayden,C,56.6,18,10:49,9:44,99.0,55.2,44.8,Chicago Blackhawks
210,21,140,149,51.6,3.0,1.0,98,108,52.4,4.9,13,4,5.1,88.4,93.5,Matthew Highmore,LW,62.8,1,12:09,11:13,43.0,50.6,49.4,Chicago Blackhawks
211,22,72,49,40.5,-6.5,-0.4,48,38,44.2,-1.9,4,0,0.0,94.1,94.1,Blake Hillman,D,50.0,0,18:02,16:25,10.0,53.1,46.9,Chicago Blackhawks
212,23,601,721,54.5,2.4,4.4,430,492,53.4,2.7,50,16,7.5,92.9,100.4,Vinnie Hinostroza,C,47.0,27,13:49,12:23,183.0,49.5,50.5,Chicago Blackhawks
213,25,347,368,51.5,1.5,2.7,247,261,51.4,2.3,29,6,6.7,94.0,100.7,Tomas Jurco,RW,52.9,9,12:37,12:13,85.0,55.9,44.1,Chicago Blackhawks
214,23,490,523,51.6,-0.5,-0.2,342,371,52.0,1.5,46,8,5.7,89.5,95.2,David Kampf,C,54.1,14,12:48,11:15,85.0,54.0,46.0,Chicago Blackhawks
215,29,1347,1487,52.5,-0.2,-0.9,1035,1063,50.7,-0.6,82,33,8.1,89.3,97.4,Patrick Kane,RW,57.5,47,20:11,16:42,496.0,34.8,65.2,Chicago Blackhawks
216,34,1557,1714,52.4,-0.3,-3.7,1182,1202,50.4,-1.1,82,73,6.6,90.4,97.0,Duncan Keith,D,50.0,34,23:50,18:48,374.0,39.5,60.5,Chicago Blackhawks
217,27,420,492,53.9,1.4,0.7,295,328,52.6,1.5,31,25,9.6,95.0,104.6,Michal Kempny,D,51.0,5,15:19,14:21,98.0,44.6,55.4,Chicago Blackhawks
218,25,85,67,44.1,-5.9,-0.5,58,50,46.3,0.1,8,5,10.8,93.8,104.6,Tanner Kero,RW,70.0,3,11:26,9:08,10.0,56.0,44.0,Chicago Blackhawks
219,27,108,119,52.4,4.2,-0.3,76,77,50.3,1.6,9,3,4.5,95.3,99.9,Andreas Martinsen,LW,53.8,2,12:38,12:12,26.0,59.3,40.7,Chicago Blackhawks
220,24,1069,1231,53.5,1.2,3.4,763,851,52.7,2.4,76,33,6.9,91.8,98.7,Connor Murphy,D,46.0,15,16:22,15:09,237.0,50.0,50.0,Chicago Blackhawks
221,25,974,1073,52.4,-0.6,1.5,721,753,51.1,-0.2,55,46,7.5,90.0,97.5,Jordan Oesterle,D,42.7,15,20:31,18:45,232.0,43.8,56.2,Chicago Blackhawks
222,26,432,566,56.7,4.9,0.7,339,384,53.1,2.6,37,5,7.4,92.6,100.0,Richard Panik,RW,51.9,15,14:18,12:29,135.0,40.9,59.1,Chicago Blackhawks
223,27,962,956,49.8,-3.0,-5.2,743,664,47.2,-5.2,57,37,8.5,92.0,100.5,Jan Rutta,D,42.0,12,19:15,16:35,169.0,49.4,50.6,Chicago Blackhawks
224,25,1051,1376,56.7,5.7,5.0,807,947,54.0,4.1,82,16,7.2,90.3,97.5,Brandon Saad,LW,59.6,45,17:30,13:40,396.0,39.8,60.2,Chicago Blackhawks
225,21,1079,1164,51.9,-1.7,-2.0,815,814,50.0,-2.2,78,31,8.7,91.6,100.4,Nick Schmaltz,C,54.1,86,18:14,14:14,218.0,35.9,64.1,Chicago Blackhawks
226,32,1335,1436,51.8,-1.1,-1.0,972,1012,51.0,0.0,81,71,7.6,91.7,99.4,Brent Seabrook,D,44.3,25,20:12,15:57,307.0,43.7,56.3,Chicago Blackhawks
227,36,798,834,51.1,-1.9,-4.2,582,597,50.6,-0.5,70,13,6.7,89.7,96.4,Patrick Sharp,LW,58.7,16,12:53,11:17,242.0,42.5,57.5,Chicago Blackhawks
228,22,64,46,41.8,-5.4,-0.1,41,35,46.1,-1.9,5,0,12.5,96.9,109.4,Dylan Sikura,C,60.0,3,13:24,12:36,15.0,35.7,64.3,Chicago Blackhawks
229,29,1063,1395,56.8,5.3,7.8,826,950,53.5,3.2,74,42,7.6,91.1,98.7,Jonathan Toews,C,61.9,53,19:41,14:51,341.0,42.7,57.3,Chicago Blackhawks
230,29,544,535,49.6,-4.9,0.7,386,388,50.1,-1.8,57,16,5.2,90.6,95.7,Tommy Wingels,C,59.3,16,11:21,9:46,113.0,54.1,45.9,Chicago Blackhawks
231,26,71,72,50.3,1.4,-0.5,42,45,51.7,3.7,7,2,0.0,97.0,97.0,Mark Alt,D,35.3,1,11:20,10:40,17.0,52.9,47.1,Colorado Avalanche
232,24,575,573,49.9,2.9,-5.7,448,395,46.9,-0.4,50,15,7.6,89.3,96.9,Sven Andrighetto,RW,56.1,22,14:29,11:53,198.0,49.5,50.5,Colorado Avalanche
233,27,667,639,48.9,1.1,-1.5,479,453,48.6,1.1,46,16,8.3,93.2,101.4,Mark Barberio,D,41.9,8,17:17,14:55,124.0,62.8,37.2,Colorado Avalanche
234,26,1328,1239,48.3,2.0,-13.6,1002,876,46.6,0.8,68,38,9.6,90.5,100.1,Tyson Barrie,D,47.7,20,22:42,18:46,373.0,37.6,62.4,Colorado Avalanche
235,22,180,130,41.9,-8.5,-2.3,131,93,41.5,-8.4,15,8,4.5,93.3,97.8,Chris Bigras,D,34.8,1,13:52,11:50,23.0,41.6,58.4,Colorado Avalanche
236,27,577,375,39.4,-9.3,-4.4,418,268,39.1,-9.1,58,2,6.5,93.8,100.3,Gabriel Bourque,LW,52.4,12,10:54,8:57,84.0,58.9,41.1,Colorado Avalanche
237,31,1084,946,46.6,-1.4,-8.4,784,675,46.3,-1.2,79,29,8.8,92.7,101.5,Blake Comeau,RW,56.2,47,15:53,13:14,219.0,67.7,32.3,Colorado Avalanche
238,22,860,793,48.0,0.3,-8.7,636,555,46.6,-0.6,69,13,5.2,90.1,95.3,J.T. Compher,LW,56.7,16,15:60,12:25,231.0,50.6,49.4,Colorado Avalanche
239,27,176,175,49.9,5.7,0.7,144,131,47.6,3.4,14,6,12.5,88.7,101.2,Matt Duchene,C,57.5,13,15:46,12:52,40.0,49.6,50.4,Colorado Avalanche
240,19,1024,938,47.8,0.2,-4.7,764,670,46.7,-0.7,68,31,8.4,91.8,100.2,Samuel Girard,D,48.1,12,17:42,15:24,158.0,45.9,54.1,Colorado Avalanche
241,21,128,85,39.9,-4.3,-1.4,99,66,40.0,-3.8,17,2,7.7,97.2,104.9,A.J. Greer,LW,65.0,3,7:24,7:14,20.0,49.3,50.7,Colorado Avalanche
242,24,80,47,37.0,-5.6,-0.3,57,35,38.0,-1.6,6,3,18.5,87.8,106.3,Rocco Grimaldi,C,77.8,5,9:39,9:30,9.0,65.6,34.4,Colorado Avalanche
243,29,1248,1127,47.5,-0.1,-1.5,925,844,47.7,1.2,62,39,9.6,91.3,100.9,Erik Johnson,D,57.7,41,25:26,19:56,291.0,53.0,47.0,Colorado Avalanche
244,19,780,664,46.0,-2.0,-4.7,564,463,45.1,-2.6,65,10,6.3,92.9,99.2,Tyson Jost,C,58.2,22,14:38,11:43,194.0,49.8,50.2,Colorado Avalanche
245,21,21,12,36.4,-14.1,-1.1,18,9,33.3,-16.4,3,1,0.0,87.5,87.5,Vladislav Kamenev,LW,100.0,0,8:49,8:48,1.0,25.0,75.0,Colorado Avalanche
246,23,838,781,48.2,1.3,-4.3,623,572,47.9,1.3,79,24,9.0,92.1,101.1,Alexander Kerfoot,C,59.9,30,13:27,10:55,137.0,45.6,54.4,Colorado Avalanche
247,25,1246,1223,49.5,3.7,1.7,925,911,49.6,4.5,78,31,11.4,92.1,103.5,Gabriel Landeskog,LW,58.5,54,20:09,15:24,311.0,46.7,53.3,Colorado Avalanche
248,23,577,459,44.3,-2.8,-7.4,448,330,42.4,-4.3,48,9,9.1,94.2,103.3,Anton Lindholm,D,33.8,8,13:10,11:33,65.0,64.2,35.8,Colorado Avalanche
249,22,1195,1238,50.9,4.9,0.3,893,909,50.4,4.8,74,41,11.9,90.3,102.3,Nathan MacKinnon,C,57.3,36,19:54,15:57,496.0,43.0,57.0,Colorado Avalanche
250,23,106,74,41.1,-5.0,-1.7,70,46,39.7,-6.5,10,3,11.4,96.2,107.6,Andrei Mironov,D,33.3,1,11:03,9:04,9.0,38.2,61.8,Colorado Avalanche
251,25,1211,989,45.0,-3.1,-2.6,873,744,46.0,-1.0,68,25,11.6,93.5,105.1,Patrik Nemeth,D,50.7,14,19:51,16:27,144.0,64.3,35.7,Colorado Avalanche
252,25,1007,808,44.5,-3.7,-10.5,732,567,43.6,-4.1,74,12,9.6,92.9,102.6,Matthew Nieto,LW,58.6,21,14:55,12:31,145.0,68.0,32.0,Colorado Avalanche
253,21,1238,1273,50.7,4.8,2.4,924,922,49.9,4.5,81,30,10.5,91.0,101.4,Mikko Rantanen,RW,58.4,45,18:57,15:09,305.0,42.6,57.4,Colorado Avalanche
254,24,158,156,49.7,4.4,-0.2,114,118,50.9,7.3,16,5,4.9,88.9,93.8,Duncan Siemens,D,46.7,2,12:19,9:43,30.0,63.5,36.5,Colorado Avalanche
255,32,1071,915,46.1,-2.1,-5.5,776,654,45.7,-1.8,77,14,8.5,92.7,101.2,Carl Soderberg,C,58.6,41,17:21,12:59,256.0,68.9,31.1,Colorado Avalanche
256,23,257,242,48.5,1.0,1.6,183,172,48.5,1.5,37,4,5.8,95.0,100.8,Dominic Toninato,C,49.0,3,7:54,7:39,51.0,49.0,51.0,Colorado Avalanche
257,27,204,191,48.4,2.8,0.5,142,144,50.3,4.9,16,7,9.2,94.8,104.0,David Warsofsky,D,45.0,4,13:24,12:31,40.0,53.1,46.9,Colorado Avalanche
258,28,608,552,47.6,0.2,0.3,451,424,48.5,1.8,56,13,6.3,92.9,99.2,Colin Wilson,C,68.8,11,13:08,11:01,109.0,48.8,51.2,Colorado Avalanche
259,24,486,448,48.0,0.0,-0.4,369,325,46.8,-0.7,58,16,10.5,92.5,103.1,Nail Yakupov,RW,57.7,17,10:50,8:54,163.0,45.8,54.2,Colorado Avalanche
260,22,1394,1253,47.3,-0.7,-3.2,1045,912,46.6,-1.2,77,36,9.7,92.0,101.7,Nikita Zadorov,D,39.5,13,19:28,17:12,238.0,56.6,43.4,Colorado Avalanche
261,23,931,1073,53.5,3.3,0.2,683,821,54.6,3.2,63,20,7.0,91.4,98.4,Josh Anderson,RW,59.1,41,18:02,15:40,318.0,40.9,59.1,Columbus Blue Jackets
262,28,927,1007,52.1,0.5,4.3,688,764,52.6,-0.1,65,19,10.1,93.0,103.1,Cam Atkinson,RW,60.8,31,18:54,14:42,380.0,46.4,53.6,Columbus Blue Jackets
263,22,975,1033,51.4,0.1,0.9,722,801,52.6,0.2,82,25,7.9,92.6,100.5,Oliver Bjorkstrand,RW,56.0,26,14:17,12:30,291.0,44.9,55.1,Columbus Blue Jackets
264,24,15,27,64.3,12.3,0.7,9,21,70.0,16.5,2,2,0.0,100.0,100.0,Alex Broadhurst,C,33.3,2,10:03,9:38,3.0,42.9,57.1,Columbus Blue Jackets
265,28,781,719,47.9,-4.6,-4.9,578,547,48.6,-4.7,69,15,7.3,90.1,97.4,Matt Calvert,LW,63.9,28,13:23,11:29,169.0,60.2,39.8,Columbus Blue Jackets
266,21,169,155,47.8,-2.7,0.1,125,116,48.1,-4.6,14,4,5.6,94.3,99.9,Gabriel Carlsson,D,69.2,2,11:20,11:05,26.0,44.9,55.1,Columbus Blue Jackets
267,30,13,15,53.6,6.0,-0.1,11,11,50.0,-1.0,1,1,16.7,100.0,116.7,Taylor Chorney,D,0.0,0,16:41,14:00,1.0,66.7,33.3,Columbus Blue Jackets
268,28,291,318,52.2,1.8,1.4,210,239,53.2,2.4,20,7,11.0,94.6,105.7,Ian Cole,D,50.0,11,18:08,16:07,42.0,55.6,44.4,Columbus Blue Jackets
269,28,67,76,53.1,-1.6,1.5,49,62,55.9,1.6,12,2,2.2,90.0,92.2,Zac Dalpe,RW,72.0,3,7:27,7:12,25.0,39.3,60.7,Columbus Blue Jackets
