,average_age,chances_pp,games,goals,goals_against_ev,goals_ev,goals_pp,goals_sh,losses,losses_ot,losses_shootout,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,pen_min_per_game,pen_min_per_game_opp,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team_name,total_goals_per_game,wins,wins_shootout
11,29.4,407,82,246,152,163,67,9,28,11,4,391,245,79,10,,79.8,13.4,14.0,97,0.591,16.46,0.907,9.8,2438,2582,-0.16,-0.15,Atlanta Thrashers*,5.99,43,7
12,28.4,401,82,258,135,167,73,15,29,10,5,414,226,81,5,,80.43,14.7,14.3,96,0.585,18.2,0.912,11.4,2242,2502,0.12,0.51,Calgary Flames*,5.9,43,3
13,28.4,374,82,272,168,181,79,7,31,7,4,353,251,70,9,,80.17,10.8,11.6,95,0.579,21.12,0.8959999999999999,10.3,2603,2378,0.13,0.39,Colorado Avalanche,6.38,44,5
14,28.6,406,82,242,140,147,75,11,30,10,5,400,216,65,6,,83.75,13.5,14.3,94,0.573,18.47,0.909,9.0,2586,2329,-0.16,0.16,New York Rangers*,5.59,42,9
15,28.2,374,82,253,182,160,69,14,33,5,2,305,261,66,11,,78.36,10.9,12.9,93,0.5670000000000001,18.45,0.884,10.0,2418,2234,-0.15,-0.25,Tampa Bay Lightning*,6.27,44,10
16,29.7,348,82,248,147,170,63,7,30,12,5,433,240,79,9,,81.76,13.0,11.1,92,0.561,18.1,0.912,9.8,2457,2671,-0.14,-0.04,New York Islanders*,5.95,40,8
17,27.8,401,82,258,161,180,71,3,31,11,7,418,269,90,11,,78.47,13.9,13.2,91,0.555,17.71,0.888,9.5,2681,2330,-0.08,-0.21,Toronto Maple Leafs,6.43,40,4
18,28.0,378,82,245,176,136,86,17,34,6,5,419,256,69,6,,83.53,13.8,13.1,90,0.5489999999999999,22.75,0.907,9.9,2426,2685,-0.08,-0.21,Montreal Canadiens,6.11,42,6
19,28.2,447,82,241,179,162,67,12,34,8,5,395,253,61,8,,84.56,12.5,14.1,88,0.537,14.99,0.894,9.4,2559,2336,-0.15,-0.29,Carolina Hurricanes,6.02,40,0
20,29.1,337,82,247,165,179,61,5,31,16,8,443,257,78,6,,82.39,14.4,11.4,86,0.524,18.1,0.8959999999999999,9.0,2730,2402,-0.15,-0.27,Florida Panthers,6.15,35,2
21,28.9,381,82,214,155,155,46,7,35,13,6,414,254,83,10,,79.95,14.9,13.4,81,0.494,12.07,0.895,9.4,2202,2369,0.15,-0.33,St. Louis Blues,5.71,34,6
22,27.8,412,82,219,186,131,71,8,41,6,4,442,289,81,18,,81.67,15.3,14.5,76,0.46299999999999997,17.23,0.8959999999999999,8.9,2370,2748,-0.01,-0.87,Boston Bruins,6.2,35,9
23,27.8,438,82,201,149,125,65,6,42,7,5,453,249,85,10,,81.24,16.5,16.0,73,0.445,14.84,0.8959999999999999,8.6,2273,2345,0.16,-0.42,Columbus Blue Jackets,5.49,33,5
24,27.5,364,82,201,168,140,43,12,42,9,7,443,258,77,6,,82.62,16.2,13.7,71,0.433,11.81,0.8959999999999999,8.9,2201,2408,0.17,-0.52,Chicago Blackhawks,5.6,31,6
25,28.2,373,82,195,182,133,53,6,43,7,3,382,248,59,4,,84.55,15.7,14.6,71,0.433,14.21,0.9,8.8,2193,2439,0.22,-0.43,Edmonton Oilers,5.4,32,3
26,26.9,408,82,235,180,155,67,12,40,14,11,414,286,82,14,,80.19,15.0,15.1,70,0.42700000000000005,16.42,0.899,10.2,2295,2734,-0.1,-0.73,Washington Capitals,6.35,28,1
27,29.2,442,82,227,180,136,81,6,41,14,6,411,283,91,6,,77.86,15.1,16.2,68,0.415,18.33,0.8859999999999999,8.8,2542,2440,0.18,-0.51,Los Angeles Kings,6.22,27,4
28,28.8,400,82,216,177,140,66,5,46,5,2,425,284,92,13,,78.35,17.6,15.3,67,0.409,16.5,0.8859999999999999,9.1,2320,2470,0.19,-0.64,Phoenix Coyotes,6.1,31,5
29,27.3,376,82,214,218,145,53,15,48,12,6,420,303,65,14,,84.52,15.9,13.6,56,0.341,14.1,0.889,9.0,2360,2673,-0.04,-1.12,Philadelphia Flyers,6.3,22,1
