,age,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,on_ice_shot_pct,on_ice_sv_pct,pdo,player,pos,shot_thru_percentage,takeaways,toi_pbp_per_60_all,toi_pbp_per_60_ev,total_shots_attempted_all,zs_defense_pct,zs_offense_pct,team
296,24,728,671,48.0,-4.3,556,503,47.5,-5.5,76,7,5.4,90.8,96.2,Derek Dorsett,RW,57.4,25,13:13,11:33,195,58.9,41.1,Columbus Blue Jackets
297,20,179,203,53.1,3.6,125,153,55.0,4.7,23,1,3.6,98.9,102.5,Nikita Filatov,LW,50.8,4,12:19,9:44,61,45.0,55.0,Columbus Blue Jackets
298,28,35,27,43.5,-4.5,25,23,47.9,-0.1,3,0,5.6,80.0,85.6,Nate Guenin,D,66.7,1,14:48,13:39,3,52.0,48.0,Columbus Blue Jackets
299,32,1227,1247,50.4,-1.7,917,950,50.9,-1.7,77,30,8.4,90.1,98.5,Jan Hejda,D,47.3,21,21:07,18:07,167,48.5,51.5,Columbus Blue Jackets
300,23,52,58,52.7,4.6,39,45,53.6,3.2,5,0,2.8,97.0,99.7,Nick Holden,D,40.0,0,17:11,12:59,15,55.0,45.0,Columbus Blue Jackets
301,32,437,533,54.9,3.0,339,397,53.9,2.3,39,11,6.0,88.1,94.2,Kristian Huselius,LW,53.4,19,16:23,13:38,176,36.8,63.2,Columbus Blue Jackets
302,28,710,588,45.3,-5.6,530,459,46.4,-6.1,45,7,11.3,92.1,103.5,Rostislav Klesla,D,48.9,14,19:19,15:53,92,51.4,48.6,Columbus Blue Jackets
303,20,47,38,44.7,-3.0,37,23,38.3,-9.1,4,1,13.3,79.2,92.5,Tomas Kubalik,RW,83.3,2,14:45,12:25,6,40.7,59.3,Columbus Blue Jackets
304,26,286,328,53.4,2.0,204,241,54.2,3.1,19,6,7.7,93.4,101.1,Sami Lepisto,D,44.6,7,20:01,17:57,56,47.3,52.7,Columbus Blue Jackets
305,29,452,520,53.5,3.3,326,393,54.7,4.6,63,13,10.7,92.7,103.4,Derek MacKenzie,C,52.8,33,10:51,8:48,144,38.7,61.3,Columbus Blue Jackets
306,21,31,44,58.7,4.9,22,31,58.5,5.6,5,0,5.0,93.8,98.8,Maksim Mayorov,LW,37.5,0,8:42,8:36,8,30.4,69.6,Columbus Blue Jackets
307,25,1088,1038,48.8,-3.7,825,787,48.8,-4.1,74,27,8.5,91.7,100.3,Marc Methot,D,43.9,21,19:53,16:35,132,51.2,48.8,Columbus Blue Jackets
308,20,20,17,45.9,-7.9,15,14,48.3,-9.4,2,0,7.7,90.9,98.6,John Moore,D,0.0,0,11:29,10:53,1,70.0,30.0,Columbus Blue Jackets
309,35,393,274,41.1,-10.1,278,204,42.3,-8.6,37,3,4.5,92.0,96.6,Ethan Moreau,LW,56.6,7,12:29,10:41,99,60.9,39.1,Columbus Blue Jackets
310,29,236,256,52.0,1.5,178,192,51.9,2.3,29,1,4.8,95.1,99.8,Andrew Murray,C,65.8,10,11:23,10:01,73,61.0,39.0,Columbus Blue Jackets
311,26,1048,1126,51.8,1.1,814,851,51.1,-0.5,75,24,9.8,91.1,100.9,Rick Nash,LW,55.8,47,18:56,14:59,547,42.0,58.0,Columbus Blue Jackets
312,33,868,758,46.6,-5.7,644,586,47.6,-5.3,82,8,6.1,91.4,97.5,Samuel Pahlsson,C,59.7,28,15:20,12:24,181,66.4,33.6,Columbus Blue Jackets
313,36,183,174,48.7,-2.3,128,126,49.6,0.7,14,3,8.4,84.8,93.3,Craig Rivet,D,39.4,1,17:22,13:28,33,49.5,50.5,Columbus Blue Jackets
314,23,939,1017,52.0,0.6,680,742,52.2,1.0,73,19,8.4,90.4,98.8,Kris Russell,D,44.7,25,17:31,14:23,197,40.6,59.4,Columbus Blue Jackets
315,23,69,59,46.1,-5.2,50,42,45.7,-6.5,9,2,6.9,82.9,89.8,Tom Sestito,LW,38.9,1,9:32,8:11,18,39.0,61.0,Columbus Blue Jackets
316,24,698,783,52.9,3.1,537,608,53.1,3.8,51,11,6.3,91.1,97.4,Anton Stralman,D,45.7,15,19:44,16:26,175,46.6,53.4,Columbus Blue Jackets
317,27,1115,1268,53.2,3.3,832,940,53.0,2.9,80,29,7.5,89.9,97.5,Fedor Tyutin,D,49.2,29,22:42,17:02,260,50.8,49.2,Columbus Blue Jackets
318,28,1025,1078,51.3,-0.2,741,798,51.9,0.3,82,20,10.0,90.6,100.6,R.J. Umberger,C,60.4,44,19:13,13:56,361,46.9,53.1,Columbus Blue Jackets
319,27,239,265,52.6,1.0,175,191,52.2,0.5,21,8,6.7,85.7,92.4,Scottie Upshall,RW,54.7,8,15:46,13:43,86,55.6,44.4,Columbus Blue Jackets
320,28,1033,1178,53.3,3.4,763,877,53.5,3.4,82,23,8.4,91.1,99.5,Antoine Vermette,C,56.9,35,18:49,14:26,320,45.1,54.9,Columbus Blue Jackets
321,21,999,1152,53.6,3.6,756,878,53.7,3.3,80,27,8.7,90.3,99.0,Jakub Voracek,RW,61.2,38,16:58,13:59,299,41.9,58.1,Columbus Blue Jackets
322,26,252,267,51.4,1.2,188,202,51.8,-1.0,32,8,9.5,89.4,98.9,Kyle Wilson,C,60.3,10,10:38,9:10,63,40.9,59.1,Columbus Blue Jackets
323,30,207,149,41.9,-6.9,164,110,40.1,-8.3,44,12,4.2,91.1,95.2,Krys Barch,RW,69.6,3,5:13,5:06,23,36.3,63.7,Dallas Stars
324,21,896,874,49.4,0.1,676,645,48.8,-0.9,69,33,10.3,89.8,100.1,Jamie Benn,LW,54.2,66,17:60,13:57,325,40.9,59.1,Dallas Stars
325,28,770,594,43.5,-6.1,542,444,45.0,-5.4,63,13,7.8,93.6,101.4,Adam Burish,C,62.7,14,14:21,12:08,142,69.4,30.6,Dallas Stars
326,27,1533,1380,47.4,-2.3,1159,1015,46.7,-4.0,82,42,8.9,93.6,102.4,Trevor Daley,D,44.7,34,22:29,18:32,293,47.5,52.5,Dallas Stars
327,25,1209,1101,47.7,-1.6,917,833,47.6,-1.2,79,34,9.9,93.2,103.1,Loui Eriksson,LW,62.5,72,20:34,15:43,283,44.6,55.4,Dallas Stars
328,24,702,569,44.8,-7.0,518,422,44.9,-7.0,57,14,9.5,89.6,99.1,Mark Fistric,D,32.1,11,14:23,12:56,81,50.7,49.3,Dallas Stars
329,24,124,125,50.2,2.0,91,79,46.5,-2.6,19,0,6.3,91.8,98.0,Aaron Gagnon,C,34.6,4,8:04,7:36,26,51.9,48.1,Dallas Stars
330,25,405,435,51.8,0.8,312,325,51.0,0.4,23,25,8.4,90.5,98.9,Alex Goligoski,D,44.2,6,26:02,19:27,138,46.7,53.3,Dallas Stars
331,26,868,739,46.0,-2.6,644,554,46.2,-1.8,59,26,10.0,93.0,103.0,Nicklas Grossmann,D,33.3,8,18:12,15:45,114,59.9,40.1,Dallas Stars
332,35,445,459,50.8,1.1,338,343,50.4,0.4,39,17,8.6,92.0,100.6,Jamie Langenbrunner,RW,53.8,15,16:33,13:14,143,49.8,50.2,Dallas Stars
333,21,50,55,52.4,4.0,36,42,53.8,5.0,6,1,22.2,85.7,107.9,Philip Larsen,D,61.1,1,13:26,10:15,18,45.9,54.1,Dallas Stars
334,34,48,65,57.5,9.0,34,47,58.0,11.0,5,0,7.7,95.8,103.5,Brad Lukowich,D,50.0,1,10:16,10:15,6,35.5,64.5,Dallas Stars
335,27,17,18,51.4,4.3,10,10,50.0,1.7,3,0,0.0,100.0,100.0,Travis Morin,C,66.7,0,8:52,8:50,3,63.2,36.8,Dallas Stars
336,32,1155,1076,48.2,-0.7,881,798,47.5,-1.9,82,60,11.2,90.1,101.3,Brenden Morrow,LW,57.7,41,19:13,14:36,362,47.2,52.8,Dallas Stars
337,23,823,829,50.2,3.6,628,638,50.4,4.3,59,26,9.9,93.7,103.6,James Neal,LW,59.1,51,17:42,15:07,269,43.5,56.5,Dallas Stars
338,24,515,538,51.1,5.6,381,392,50.7,4.2,45,12,7.6,93.4,101.0,Matt Niskanen,D,37.2,4,15:44,13:21,137,44.8,55.2,Dallas Stars
339,28,1050,879,45.6,-3.8,751,653,46.5,-2.8,82,43,8.1,92.4,100.5,Steve Ott,C,56.1,25,17:08,12:45,214,69.5,30.5,Dallas Stars
340,32,429,359,45.6,-4.4,310,272,46.7,-2.9,60,18,4.2,92.6,96.8,Toby Petersen,C,65.2,22,10:02,8:13,89,53.8,46.2,Dallas Stars
341,30,1168,1123,49.0,0.3,887,837,48.5,-0.5,82,71,10.6,90.5,101.1,Mike Ribeiro,C,56.3,72,19:56,15:06,286,46.7,53.3,Dallas Stars
342,30,1121,1041,48.1,-0.8,847,798,48.5,0.5,72,73,10.7,92.8,103.5,Brad Richards,C,52.2,47,21:43,15:54,521,46.1,53.9,Dallas Stars
343,33,1329,1278,49.0,2.1,989,966,49.4,3.0,81,35,9.2,90.4,99.7,Stephane Robidas,D,41.6,28,24:31,18:15,255,56.3,43.7,Dallas Stars
344,25,3,4,57.1,,2,4,66.7,,1,1,0.0,50.0,50.0,Raymond Sawada,RW,100.0,0,5:50,5:50,1,50.0,50.0,Dallas Stars
345,21,3,7,70.0,,3,4,57.1,,1,0,0.0,66.7,66.7,Colton Sceviour,C,0.0,0,5:09,4:59,1,50.0,50.0,Dallas Stars
346,27,318,277,46.6,-3.3,238,207,46.5,-3.4,46,11,10.0,92.5,102.5,Brandon Segal,RW,51.3,8,8:17,7:57,78,48.0,52.0,Dallas Stars
347,36,1030,849,45.2,-5.2,753,638,45.9,-4.4,74,19,9.4,91.7,101.1,Karlis Skrastins,D,34.5,23,17:57,14:35,87,54.9,45.1,Dallas Stars
348,28,309,223,41.9,-7.3,233,149,39.0,-10.7,51,8,6.0,90.2,96.2,Brian Sutherby,C,57.1,9,7:25,6:41,56,52.1,47.9,Dallas Stars
349,20,188,225,54.5,4.3,125,156,55.5,7.5,24,3,4.0,90.8,94.9,Tomas Vincour,C,50.0,4,9:26,9:12,52,36.0,64.0,Dallas Stars
350,24,656,663,50.3,1.9,468,470,50.1,1.4,75,34,4.6,94.2,98.8,Tom Wandell,C,47.7,40,11:45,10:31,197,51.0,49.0,Dallas Stars
351,26,10,3,23.1,-30.1,7,1,12.5,-39.9,3,1,0.0,60.0,60.0,Francis Wathier,LW,,0,3:55,3:51,0,66.7,33.3,Dallas Stars
352,30,189,183,49.2,-2.5,144,128,47.1,-4.7,27,5,6.1,93.2,99.3,Jason Williams,C,40.0,10,8:07,7:36,45,35.2,64.8,Dallas Stars
353,27,1062,914,46.3,-4.7,794,669,45.7,-5.2,63,27,8.2,94.4,102.6,Jeff Woywitka,D,43.9,19,17:57,16:59,164,45.6,54.4,Dallas Stars
354,23,628,765,54.9,-0.4,478,599,55.6,0.7,74,20,8.3,93.6,101.9,Justin Abdelkader,LW,57.1,17,12:18,10:26,226,41.2,58.8,Detroit Red Wings
355,35,1080,1102,50.5,-5.9,861,850,49.7,-5.9,81,46,8.8,90.3,99.1,Todd Bertuzzi,RW,57.7,30,15:57,14:21,239,49.0,51.0,Detroit Red Wings
356,32,852,946,52.6,-2.7,678,752,52.6,-1.9,68,16,8.8,90.7,99.4,Dan Cleary,LW,61.5,18,16:38,13:55,312,49.2,50.8,Detroit Red Wings
357,32,686,894,56.6,2.3,550,685,55.5,1.6,56,38,10.2,90.8,101.1,Pavel Datsyuk,C,53.3,71,19:19,15:29,257,52.1,47.9,Detroit Red Wings
358,39,388,448,53.6,-2.3,314,359,53.3,-2.0,47,8,8.3,90.3,98.6,Kris Draper,C,64.0,16,10:27,9:33,89,52.3,47.7,Detroit Red Wings
359,26,578,652,53.0,-0.9,461,504,52.2,-1.4,63,14,7.2,91.5,98.6,Patrick Eaves,RW,53.7,20,12:42,9:46,201,51.7,48.3,Detroit Red Wings
360,22,7,12,63.2,10.7,6,8,57.1,2.7,2,0,12.5,100.0,112.5,Cory Emmerton,C,100.0,0,8:21,8:21,3,44.4,55.6,Detroit Red Wings
361,26,1056,1277,54.7,1.1,860,1003,53.8,0.4,74,56,8.3,91.5,99.8,Jonathan Ericsson,D,50.6,16,18:50,17:17,176,50.7,49.3,Detroit Red Wings
362,26,901,920,50.5,-4.5,699,695,49.9,-4.7,71,42,9.2,91.8,100.9,Valtteri Filppula,C,50.4,50,16:43,14:01,228,49.3,50.7,Detroit Red Wings
363,31,967,1083,52.8,-1.8,767,841,52.3,-1.6,76,35,9.0,91.8,100.8,Johan Franzen,C,60.5,36,17:26,14:33,410,50.2,49.8,Detroit Red Wings
364,24,729,884,54.8,0.4,570,688,54.7,0.9,82,20,8.3,91.5,99.8,Darren Helm,C,61.2,46,13:18,10:11,289,50.8,49.2,Detroit Red Wings
365,38,687,896,56.6,1.9,536,683,56.0,2.4,73,26,6.9,91.5,98.5,Tomas Holmstrom,LW,62.5,18,14:48,11:42,200,46.5,53.5,Detroit Red Wings
366,27,729,826,53.1,-2.3,576,643,52.7,-1.9,73,32,7.6,90.9,98.5,Jiri Hudler,C,56.8,30,13:40,11:25,185,42.8,57.2,Detroit Red Wings
367,30,67,84,55.6,2.2,49,58,54.2,2.0,7,5,9.3,83.3,92.6,Doug Janik,D,50.0,0,13:13,12:25,16,55.6,44.4,Detroit Red Wings
368,23,559,603,51.9,-4.9,439,437,49.9,-6.6,48,20,7.2,91.0,98.2,Jakub Kindl,D,50.4,11,13:37,12:44,123,42.2,57.8,Detroit Red Wings
369,30,1140,1368,54.5,0.4,877,1074,55.0,1.8,77,49,7.5,92.1,99.7,Niklas Kronwall,D,49.8,26,22:52,17:21,263,49.4,50.6,Detroit Red Wings
370,40,1275,1355,51.5,-4.3,999,1067,51.6,-2.9,82,33,9.0,91.0,100.0,Nicklas Lidstrom*,D,49.0,33,23:28,16:44,357,51.0,49.0,Detroit Red Wings
371,26,547,598,52.2,-2.5,411,459,52.8,-1.3,67,7,7.2,90.2,97.4,Drew Miller,LW,55.2,12,11:45,9:27,154,43.1,56.9,Detroit Red Wings
372,40,359,405,53.0,-2.4,276,307,52.7,-1.6,40,13,6.5,92.9,99.4,Mike Modano*,C,57.2,14,12:27,9:54,138,44.5,55.5,Detroit Red Wings
373,23,102,172,62.8,7.4,75,119,61.3,5.5,19,4,1.2,91.8,93.0,Jan Mursak ,LW,58.8,5,8:12,8:08,34,38.6,61.4,Detroit Red Wings
374,37,815,1099,57.4,4.4,679,856,55.8,2.6,63,57,10.0,89.7,99.8,Brian Rafalski,D,48.6,12,20:25,16:38,218,44.6,55.4,Detroit Red Wings
375,36,1040,1175,53.0,-2.2,808,888,52.4,-2.6,75,35,6.6,92.5,99.0,Ruslan Salei,D,46.6,19,17:58,15:43,161,43.4,56.6,Detroit Red Wings
376,31,1095,1080,49.7,-8.1,858,837,49.4,-7.1,67,52,9.5,91.6,101.0,Brad Stuart,D,49.4,13,21:32,17:24,164,54.0,46.0,Detroit Red Wings
377,20,66,93,58.5,2.9,57,61,51.7,-3.2,9,2,7.3,92.3,99.6,Tomas Tatar,C,35.3,2,9:36,9:29,17,40.0,60.0,Detroit Red Wings
378,30,1084,1306,54.6,0.0,894,1019,53.3,-0.6,80,60,8.4,91.0,99.4,Henrik Zetterberg,LW,56.6,54,19:35,15:42,541,51.6,48.4,Detroit Red Wings
379,26,82,59,41.8,1.5,65,35,35.0,-2.5,5,6,0.0,95.7,95.7,Shawn Belle,D,58.3,2,16:26,15:05,12,63.0,37.0,Edmonton Oilers
380,24,525,398,43.1,-0.8,394,287,42.1,0.0,41,29,7.1,92.0,99.1,Gilbert Brule,C,64.3,9,13:48,12:17,112,50.0,50.0,Edmonton Oilers
381,23,180,141,43.9,-6.2,133,95,41.7,-5.8,12,11,5.3,89.5,94.8,Taylor Chorney,D,39.4,4,15:59,13:30,33,50.0,50.0,Edmonton Oilers
382,23,1061,947,47.2,1.0,793,689,46.5,2.0,82,46,7.2,91.0,98.2,Andrew Cogliano,C,54.9,32,17:15,13:34,233,51.9,48.1,Edmonton Oilers
383,20,949,901,48.7,4.1,714,645,47.5,4.2,69,41,7.7,89.8,97.5,Jordan Eberle,C,55.2,56,17:41,14:25,286,51.3,48.7,Edmonton Oilers
384,29,993,864,46.5,0.9,747,640,46.1,2.7,74,37,7.0,92.0,99.0,Kurtis Foster,D,50.0,18,17:40,13:39,364,45.6,54.4,Edmonton Oilers
385,26,497,372,42.8,-4.3,349,261,42.8,-3.2,67,20,6.0,93.5,99.5,Colin Fraser,C,62.6,27,10:17,7:29,91,53.9,46.1,Edmonton Oilers
386,21,946,898,48.7,4.8,714,655,47.8,5.2,68,38,9.5,87.9,97.4,Sam Gagner,C,57.0,33,17:45,14:24,242,50.1,49.9,Edmonton Oilers
387,28,1351,1256,48.2,2.9,991,909,47.8,4.1,79,87,8.7,89.2,97.9,Tom Gilbert,D,48.6,43,24:30,18:07,220,49.5,50.5,Edmonton Oilers
388,29,77,84,52.2,-4.0,65,62,48.8,-8.7,8,1,6.7,90.0,96.7,Alexandre Giroux,C,52.0,1,14:46,11:33,25,48.2,51.8,Edmonton Oilers
389,19,996,960,49.1,5.4,753,674,47.2,4.6,65,45,9.6,90.0,99.6,Taylor Hall,LW,51.2,45,18:13,15:24,363,47.6,52.4,Edmonton Oilers
390,20,146,156,51.7,-1.7,108,107,49.8,-3.4,12,5,3.9,92.2,96.2,Teemu Hartikainen,LW,58.3,4,17:25,14:49,36,45.7,54.3,Edmonton Oilers
391,27,668,601,47.4,2.3,503,438,46.5,2.7,47,32,11.6,90.3,101.9,Ales Hemsky,RW,54.6,17,18:17,14:14,183,46.6,53.4,Edmonton Oilers
392,32,666,619,48.2,2.8,503,441,46.7,1.9,47,24,8.4,92.3,100.7,Shawn Horcoff,C,55.3,29,18:41,14:24,141,49.7,50.3,Edmonton Oilers
393,25,347,259,42.7,-4.1,236,188,44.3,-0.5,51,11,5.1,92.9,98.0,Jean-Francois Jacques,LW,57.1,6,7:04,6:58,49,52.4,47.6,Edmonton Oilers
394,26,880,642,42.2,-4.6,634,452,41.6,-3.4,81,33,7.9,92.7,100.6,Ryan Jones,LW,55.0,38,13:50,10:50,229,51.0,49.0,Edmonton Oilers
395,30,126,65,34.0,-17.5,83,45,35.2,-14.1,34,7,6.3,94.9,101.2,Steve MacIntyre,LW,60.0,1,3:32,3:30,10,47.7,52.3,Edmonton Oilers
396,23,219,138,38.7,-10.2,153,101,39.8,-6.6,21,17,7.6,93.6,101.2,Ryan O'Marra,C,68.4,8,11:01,10:22,19,40.4,59.6,Edmonton Oilers
397,23,585,583,49.9,4.8,440,422,49.0,5.0,51,35,6.7,88.8,95.5,Linus Omark,LW,53.9,33,15:21,12:43,141,47.2,52.8,Edmonton Oilers
398,19,1001,913,47.7,1.9,766,677,46.9,2.2,80,35,8.1,90.6,98.7,Magnus Paajarvi,LW,56.6,25,15:23,13:29,316,48.7,51.3,Edmonton Oilers
399,23,1133,909,44.5,-3.0,851,639,42.9,-3.3,71,67,8.8,91.8,100.6,Theo Peckham,D,36.9,30,18:36,15:58,111,53.1,46.9,Edmonton Oilers
400,28,855,759,47.0,1.8,641,549,46.1,2.0,62,51,9.6,89.2,98.7,Dustin Penner,RW,58.5,35,18:27,13:57,234,48.9,51.1,Edmonton Oilers
401,28,30,18,37.5,-7.9,17,12,41.4,-3.1,2,1,11.1,100.0,111.1,Richard Petiot,D,50.0,2,13:05,12:12,2,61.5,38.5,Edmonton Oilers
402,23,517,516,50.0,0.2,386,372,49.1,0.5,35,32,7.1,88.7,95.7,Jeff Petry,D,34.7,16,20:22,16:55,118,50.9,49.1,Edmonton Oilers
403,21,37,45,54.9,,30,32,51.6,,3,1,4.0,85.0,89.0,Alex Plante,D,83.3,0,15:03,14:10,6,64.3,35.7,Edmonton Oilers
404,25,485,408,45.7,-4.0,353,297,45.7,-2.2,44,12,5.7,90.6,96.4,Liam Reddox,LW,59.9,23,14:60,11:40,142,47.5,52.5,Edmonton Oilers
405,24,1228,1099,47.2,2.0,897,793,46.9,2.5,78,59,8.0,91.0,99.0,Ladislav Smid,D,39.7,19,20:17,16:47,121,52.7,47.3,Edmonton Oilers
406,25,210,160,43.2,-3.3,143,118,45.2,-0.8,32,5,8.4,91.2,99.6,Zack Stortini,RW,44.4,4,7:06,6:59,36,54.8,45.2,Edmonton Oilers
407,35,585,406,41.0,-9.3,421,299,41.5,-8.5,43,16,5.8,90.6,96.4,Jason Strudwick,D,25.0,8,15:03,12:59,36,46.6,53.4,Edmonton Oilers
408,30,931,849,47.7,1.4,704,611,46.5,1.4,62,47,7.0,90.6,97.6,Jim Vandermeer,D,40.4,27,18:12,15:36,141,50.9,49.1,Edmonton Oilers
409,23,163,134,45.1,-7.4,124,94,43.1,-9.9,12,4,5.0,89.7,94.7,Chris VandeVelde,C,47.1,6,17:17,14:16,34,47.9,52.1,Edmonton Oilers
410,27,648,541,45.5,2.5,492,400,44.8,4.1,35,41,12.6,93.6,106.2,Ryan Whitney,D,47.3,20,25:20,18:13,91,46.2,53.8,Edmonton Oilers
411,30,887,813,47.8,-5.3,663,606,47.8,-4.8,53,21,9.8,90.0,99.8,Bryan Allen,D,44.6,16,19:13,16:48,112,55.4,44.6,Florida Panthers
412,23,248,279,52.9,4.1,192,202,51.3,1.9,20,2,7.4,94.1,101.5,Niclas Bergfors,RW,65.4,8,16:19,14:52,81,49.7,50.3,Florida Panthers
413,25,697,624,47.2,-4.0,527,460,46.6,-4.8,68,14,5.8,91.3,97.1,Steve Bernier,RW,59.9,22,13:02,10:48,162,46.4,53.6,Florida Panthers
414,26,1255,1340,51.6,2.7,963,993,50.8,2.1,82,24,7.0,89.0,95.9,David Booth,LW,57.5,28,18:54,15:53,485,50.2,49.8,Florida Panthers
415,28,379,346,47.7,-3.1,273,256,48.4,-2.3,27,4,8.1,91.9,100.0,Joe Callahan,D,45.7,1,15:53,15:07,46,50.4,49.6,Florida Panthers
416,27,106,101,48.8,-6.2,78,76,49.4,-5.1,12,4,9.6,96.7,106.3,Ryan Carter,C,46.7,9,13:30,11:03,30,47.4,52.6,Florida Panthers
417,21,424,454,51.7,3.3,321,350,52.2,5.0,36,12,7.8,92.6,100.4,Evgeni Dadonov,RW,59.4,10,14:15,13:20,101,49.6,50.4,Florida Panthers
418,23,19,13,40.6,-16.0,17,8,32.0,-23.7,2,1,0.0,92.9,92.9,Mike Duco,LW,,0,8:33,8:33,0,71.4,28.6,Florida Panthers
419,33,712,642,47.4,-5.9,539,456,45.8,-7.7,53,22,7.9,93.5,101.4,Radek Dvorak,RW,65.7,23,16:33,13:57,134,57.8,42.2,Florida Panthers
420,22,720,762,51.4,1.4,556,572,50.7,-0.1,54,14,4.9,90.8,95.7,Keaton Ellerby,D,40.9,14,16:06,15:08,137,48.3,51.7,Florida Panthers
421,22,688,726,51.3,0.9,501,563,52.9,3.7,52,9,8.0,91.8,99.8,Michael Frolik,C,58.1,28,16:02,13:52,272,53.2,46.8,Florida Panthers
422,26,1208,1187,49.6,-0.1,912,888,49.3,0.5,73,41,6.2,93.7,99.9,Jason Garrison,D,43.9,19,22:17,17:35,264,58.6,41.4,Florida Panthers
423,27,564,658,53.8,3.7,409,486,54.3,4.8,48,11,7.9,91.7,99.6,Chris Higgins,C,63.3,32,16:39,13:12,199,58.6,41.4,Florida Panthers
424,30,283,276,49.4,-1.0,206,202,49.5,-0.3,64,6,6.3,92.9,99.2,Darcy Hordichuk,LW,53.3,5,5:04,5:04,60,46.0,54.0,Florida Panthers
425,26,8,18,69.2,9.9,6,16,72.7,14.4,2,0,0.0,75.0,75.0,Hugh Jessiman,RW,50.0,0,7:21,7:21,4,80.0,20.0,Florida Panthers
426,24,59,40,40.4,-5.6,48,33,40.7,-4.7,6,0,4.5,96.7,101.2,Tim Kennedy,LW,66.7,4,10:23,10:12,3,56.3,43.8,Florida Panthers
427,20,1093,1145,51.2,-0.3,836,848,50.4,-1.0,72,38,7.5,91.8,99.3,Dmitry Kulikov,D,39.0,18,19:57,16:28,213,47.1,52.9,Florida Panthers
428,22,539,534,49.8,-0.9,410,410,50.0,-0.7,51,7,7.5,92.5,100.0,Shawn Matthias,C,66.7,22,11:50,11:02,135,45.1,54.9,Florida Panthers
429,24,98,92,48.4,-4.0,80,67,45.6,-8.1,11,1,0.0,94.2,94.2,Kenndal McArdle,LW,50.0,1,9:57,9:55,12,65.5,34.5,Florida Panthers
430,35,751,761,50.3,-1.2,583,562,49.1,-2.6,48,23,8.3,93.0,101.3,Bryan McCabe,D,47.6,5,21:01,16:12,185,45.7,54.3,Florida Panthers
431,25,478,515,51.9,0.3,363,384,51.4,0.4,44,9,8.2,90.9,99.1,Rostislav Olesz,C,58.7,19,13:53,11:48,121,50.8,49.2,Florida Panthers
432,33,1046,1022,49.4,-1.2,793,765,49.1,-1.3,82,17,7.6,93.1,100.7,Marty Reasoner,C,53.4,52,17:10,13:50,232,58.7,41.3,Florida Panthers
433,34,290,298,50.7,0.0,210,217,50.8,-0.3,29,4,7.4,90.6,98.0,Steve Reinprecht,C,63.3,10,11:46,10:48,49,45.9,54.1,Florida Panthers
434,22,319,367,53.5,3.6,231,271,54.0,5.3,31,8,4.6,91.5,96.0,Michal Repik,RW,57.4,3,12:47,11:51,94,58.2,41.8,Florida Panthers
435,32,62,83,57.2,1.7,46,62,57.4,3.7,9,0,5.3,94.4,99.7,Patrick Rissmiller,C,54.5,2,10:04,9:55,22,50.0,50.0,Florida Panthers
436,32,283,276,49.4,-1.1,219,210,49.0,-1.0,20,7,7.0,92.4,99.4,Sergei Samsonov,LW,62.1,10,19:14,15:55,58,46.0,54.0,Florida Panthers
437,25,1029,1021,49.8,-1.8,795,757,48.8,-2.4,82,16,7.8,90.2,98.0,Mike Santorelli,C,60.3,32,16:41,12:36,320,47.0,53.0,Florida Panthers
438,23,168,169,50.1,2.3,130,130,50.0,2.4,13,1,4.1,85.1,89.3,Jack Skille,RW,56.9,9,16:25,14:14,58,52.7,47.3,Florida Panthers
439,37,542,514,48.7,-4.5,429,364,45.9,-7.8,44,12,10.2,93.4,103.7,Cory Stillman,LW,53.6,21,15:56,12:58,151,52.9,47.1,Florida Panthers
440,26,119,120,50.2,-2.4,88,91,50.8,-4.3,9,2,5.0,91.2,96.2,Alexander Sulzer,D,38.9,1,17:00,15:40,18,51.9,48.1,Florida Panthers
441,27,177,161,47.6,-0.3,134,124,48.1,0.3,24,3,7.8,93.3,101.1,Bill Thomas,RW,71.7,8,8:30,8:14,46,53.5,46.5,Florida Panthers
442,21,144,152,51.4,2.6,113,109,49.1,-0.3,19,4,1.2,89.5,90.8,Scott Timmins,C,41.9,7,10:49,8:52,31,55.7,44.3,Florida Panthers
443,32,1308,1301,49.9,-0.3,980,977,49.9,0.9,82,29,6.6,93.3,99.9,Mike Weaver,D,36.6,47,20:48,17:19,145,61.0,39.0,Florida Panthers
444,27,1051,1059,50.2,-0.3,786,802,50.5,0.9,76,28,7.9,90.8,98.7,Stephen Weiss,C,60.8,44,20:05,14:54,283,52.7,47.3,Florida Panthers
445,27,1036,1040,50.1,-1.1,791,777,49.6,-1.3,61,39,7.5,88.8,96.3,Dennis Wideman,D,45.3,31,23:57,17:31,298,47.7,52.3,Florida Panthers
446,27,130,164,55.8,8.2,94,122,56.5,9.1,15,3,12.5,89.6,102.1,Clay Wilson,D,48.9,2,14:51,12:07,45,41.7,58.3,Florida Panthers
447,26,1099,1193,52.1,-1.5,833,895,51.8,-0.9,82,67,9.6,92.7,102.3,Dustin Brown,RW,54.2,35,19:22,15:02,419,47.3,52.7,Los Angeles Kings
448,20,627,584,48.2,-5.8,457,424,48.1,-4.8,76,22,6.9,91.1,98.0,Kyle Clifford,LW,53.1,10,9:30,9:28,130,47.5,52.5,Los Angeles Kings
