,age,corsi_against,corsi_for,corsi_pct,corsi_rel_pct,fenwick_against,fenwick_for,fenwick_pct,fenwick_rel_pct,games_played,giveaways,on_ice_shot_pct,on_ice_sv_pct,pdo,player,pos,shot_thru_percentage,takeaways,toi_pbp_per_60_all,toi_pbp_per_60_ev,total_shots_attempted_all,zs_defense_pct,zs_offense_pct,team
144,31,1263,1245,49.6,-3.5,920,953,50.9,-1.9,73,61,8.8,92.8,101.6,Steve Montador,D,53.2,21,19:43,17:14,222,44.1,55.9,Buffalo Sabres
145,28,842,733,46.5,-5.2,618,567,47.8,-4.0,62,15,7.9,91.9,99.7,Shaone Morrisonn,D,51.2,14,16:10,14:11,86,49.6,50.4,Buffalo Sabres
146,20,1157,1342,53.7,5.2,896,1016,53.1,3.6,80,67,8.7,90.1,98.8,Tyler Myers,D,45.2,41,22:27,16:56,270,47.2,52.8,Buffalo Sabres
147,36,805,682,45.9,-6.2,606,535,46.9,-5.4,71,23,7.3,91.4,98.7,Rob Niedermayer,C,66.1,14,12:46,11:49,121,51.6,48.4,Buffalo Sabres
148,33,24,27,52.9,,16,17,51.5,,2,1,8.3,70.0,78.3,Mark Parrish,RW,0.0,0,11:47,11:41,2,46.2,53.8,Buffalo Sabres
149,28,916,1054,53.5,4.3,686,798,53.8,3.4,73,27,8.1,91.4,99.5,Jason Pominville,RW,60.9,43,18:08,13:15,353,41.1,58.9,Buffalo Sabres
150,36,249,247,49.8,-4.1,189,180,48.8,-4.8,23,15,6.8,89.8,96.6,Craig Rivet,D,48.8,4,13:02,11:50,41,39.5,60.5,Buffalo Sabres
151,27,482,488,50.3,-2.0,369,371,50.1,-2.7,35,25,9.4,90.4,99.7,Derek Roy,C,58.9,37,19:31,14:16,151,39.5,60.5,Buffalo Sabres
152,24,1146,1255,52.3,2.7,885,924,51.1,0.1,76,51,9.1,91.8,100.9,Andrej Sekera,D,38.6,38,21:05,17:09,228,46.0,54.0,Buffalo Sabres
153,25,758,766,50.3,-2.0,594,580,49.4,-3.6,62,17,11.0,93.6,104.6,Drew Stafford,RW,65.1,19,16:32,13:14,275,43.2,56.8,Buffalo Sabres
154,28,35,44,55.7,8.0,25,32,56.1,11.1,3,0,4.2,100.0,104.2,Colin Stuart,LW,45.5,2,13:09,12:31,11,10.0,90.0,Buffalo Sabres
155,27,1067,1161,52.1,2.1,819,881,51.8,0.6,80,45,9.6,91.1,100.8,Thomas Vanek,LW,62.1,43,17:21,14:01,383,38.5,61.5,Buffalo Sabres
156,23,835,778,48.2,-4.1,612,603,49.6,-3.4,58,34,8.8,93.8,102.7,Mike Weber,D,43.4,14,16:54,15:13,122,49.5,50.5,Buffalo Sabres
157,26,784,842,51.8,0.2,521,619,54.3,3.0,65,34,9.9,92.9,102.8,Anton Babchuk,D,39.4,11,15:37,12:40,221,36.7,63.3,Calgary Flames
158,21,604,793,56.8,6.6,440,597,57.6,7.3,73,26,7.5,91.2,98.7,Mikael Backlund,C,60.0,37,12:05,10:29,240,46.5,53.5,Calgary Flames
159,20,77,94,55.0,1.5,51,60,54.1,1.5,16,3,4.9,92.5,97.4,Lance Bouma,C,52.9,2,5:52,5:52,17,42.0,58.0,Calgary Flames
160,29,1047,978,48.3,-3.6,783,721,47.9,-4.8,80,48,7.8,90.7,98.5,Rene Bourque,LW,57.1,35,17:45,13:33,382,47.0,53.0,Calgary Flames
161,27,1462,1499,50.6,-1.6,1107,1143,50.8,-2.3,82,57,8.2,91.3,99.5,Jay Bouwmeester,D,44.8,23,25:59,19:42,270,49.0,51.0,Calgary Flames
162,20,34,38,52.8,-2.7,23,29,55.8,-5.6,3,2,0.0,88.2,88.2,T.J. Brodie,D,25.0,1,16:00,12:25,4,52.9,47.1,Calgary Flames
163,25,56,71,55.9,8.5,37,54,59.3,11.2,6,0,9.3,92.3,101.6,Brett Carson,D,57.1,0,12:46,12:14,7,46.3,53.7,Calgary Flames
164,39,102,117,53.4,5.3,73,89,54.9,6.4,18,10,5.2,93.1,98.3,Craig Conroy,C,55.0,4,9:18,6:54,20,49.4,50.6,Calgary Flames
165,27,1256,1443,53.5,3.4,889,1081,54.9,5.2,82,42,7.5,89.9,97.4,Mark Giordano,D,42.5,25,23:08,17:23,388,46.9,53.1,Calgary Flames
166,28,855,961,52.9,3.0,625,718,53.5,3.2,79,55,8.7,90.6,99.3,Curtis Glencross,LW,59.1,47,16:15,12:34,252,48.7,51.3,Calgary Flames
167,31,743,813,52.2,0.1,548,599,52.2,-0.6,71,25,7.3,92.0,99.3,Niklas Hagman,LW,54.9,12,13:38,11:50,255,49.0,51.0,Calgary Flames
168,33,1243,1309,51.3,-0.6,908,978,51.9,-0.3,82,70,10.3,89.5,99.9,Jarome Iginla,RW,55.6,40,20:56,16:43,516,46.8,53.2,Calgary Flames
169,32,7,11,61.1,,6,7,53.8,,1,0,0.0,75.0,75.0,Raitis Ivanans,LW,0.0,1,8:20,8:20,1,50.0,50.0,Calgary Flames
170,29,549,750,57.7,8.0,381,556,59.3,9.5,82,12,6.6,92.6,99.2,Tim Jackman,RW,58.2,23,9:49,8:53,225,42.0,58.0,Calgary Flames
171,32,1047,1046,50.0,-3.2,773,774,50.0,-3.8,79,45,7.6,89.8,97.4,Olli Jokinen,C,56.5,54,17:47,14:22,368,47.4,52.6,Calgary Flames
172,32,534,602,53.0,2.2,370,436,54.1,2.9,59,15,7.0,90.6,97.6,Tom Kostopoulos,RW,53.2,23,12:38,10:34,124,48.9,51.1,Calgary Flames
173,32,257,289,52.9,-6.1,186,214,53.5,-7.0,26,10,4.7,89.9,94.6,Ales Kotalik,RW,60.2,7,12:22,10:55,103,45.5,54.5,Calgary Flames
174,34,42,49,53.8,0.8,33,40,54.8,-2.0,4,4,10.7,100.0,110.7,Daymond Langkow,C,46.2,5,14:46,13:11,13,48.3,51.7,Calgary Flames
175,25,90,102,53.1,-2.0,54,79,59.4,4.5,16,0,9.4,86.8,96.3,Stefan Meyer,LW,44.4,2,7:45,7:11,27,37.9,62.1,Calgary Flames
176,23,228,209,47.8,0.7,164,151,47.9,0.5,19,7,5.4,91.0,96.4,Brendan Mikkelson,D,33.3,2,12:52,12:12,30,45.0,55.0,Calgary Flames
177,36,24,27,52.9,4.9,22,18,45.0,-7.6,4,3,0.0,84.2,84.2,Fredrik Modin,LW,75.0,0,8:28,7:19,4,50.0,50.0,Calgary Flames
178,35,748,710,48.7,-4.0,538,536,49.9,-3.2,66,37,10.1,92.7,102.8,Brendan Morrison,C,59.7,43,16:42,12:21,149,50.7,49.3,Calgary Flames
179,29,531,607,53.3,2.7,377,469,55.4,4.6,58,27,9.0,92.3,101.2,Dave Moss,LW,63.4,32,13:41,10:32,202,45.6,54.4,Calgary Flames
180,20,32,31,49.2,-17.7,23,23,50.0,-16.3,6,1,5.9,89.5,95.4,Greg Nemisz,C,55.6,1,5:06,5:06,9,23.5,76.5,Calgary Flames
181,26,341,429,55.7,3.8,234,308,56.8,2.8,30,16,9.5,89.3,98.7,Adam Pardy,D,44.4,8,14:41,13:51,81,41.2,58.8,Calgary Flames
182,30,1268,1193,48.5,-4.8,947,904,48.8,-5.3,79,41,9.0,91.1,100.1,Robyn Regehr,D,41.4,12,21:29,17:53,174,50.3,49.7,Calgary Flames
183,32,1050,1134,51.9,0.4,757,846,52.8,1.6,76,51,8.6,92.2,100.8,Cory Sarich,D,46.3,15,17:53,15:52,162,51.1,48.9,Calgary Flames
184,37,480,498,50.9,-2.2,342,355,50.9,-1.9,39,13,10.2,91.4,101.7,Steve Staios,D,41.8,11,14:43,13:38,55,41.6,58.4,Calgary Flames
185,27,846,934,52.5,0.8,607,691,53.2,1.9,76,39,8.8,89.9,98.7,Matt Stajan,C,54.7,52,14:14,12:23,148,47.1,52.9,Calgary Flames
186,23,26,25,49.0,-8.1,15,20,57.1,-1.2,4,1,0.0,81.8,81.8,Brett Sutter,C,60.0,0,10:07,7:34,5,50.0,50.0,Calgary Flames
187,31,1071,1078,50.2,-1.7,774,804,51.0,-1.4,79,57,11.4,89.0,100.4,Alex Tanguay,LW,58.6,49,19:46,14:43,203,44.1,55.9,Calgary Flames
188,26,247,257,51.0,-1.2,188,181,49.1,-5.9,16,2,4.2,89.1,93.3,Ian White,D,42.0,1,21:44,16:35,81,44.4,55.6,Calgary Flames
189,30,277,270,49.4,-0.3,214,187,46.6,-2.0,19,6,9.0,94.9,104.0,Bryan Allen,D,25.8,8,15:51,13:42,31,54.7,45.3,Carolina Hurricanes
190,26,252,258,50.6,-2.9,186,183,49.6,-1.9,17,8,5.4,90.0,95.4,Anton Babchuk,D,51.7,8,17:60,13:48,87,42.8,57.2,Carolina Hurricanes
191,26,336,322,48.9,-0.3,247,230,48.2,0.0,50,4,3.7,93.9,97.6,Troy Bodie,RW,52.0,10,6:19,6:11,75,55.4,44.6,Carolina Hurricanes
192,21,202,205,50.4,0.7,154,145,48.5,0.7,23,4,5.9,93.9,99.9,Drayson Bowman,C,44.3,8,9:36,8:58,61,55.4,44.6,Carolina Hurricanes
193,21,258,225,46.6,-4.3,205,158,43.5,-8.0,23,7,7.0,92.6,99.5,Zach Boychuk,C,69.8,5,10:43,9:56,63,56.1,43.9,Carolina Hurricanes
194,25,102,108,51.4,4.1,67,81,54.7,7.6,13,2,17.7,87.5,105.2,Brett Carson,D,53.3,1,10:50,9:48,15,54.2,45.8,Carolina Hurricanes
195,27,249,212,46.0,-4.7,190,152,44.4,-5.2,32,3,4.2,95.6,99.8,Ryan Carter,C,56.5,13,8:18,6:52,46,55.2,44.8,Carolina Hurricanes
196,32,1251,1160,48.1,-1.5,991,855,46.3,-2.6,82,36,9.7,91.6,101.3,Erik Cole,LW,54.8,64,18:16,14:11,363,50.7,49.3,Carolina Hurricanes
197,33,1532,1467,48.9,-1.8,1180,1060,47.3,-2.7,82,63,7.6,92.1,99.7,Joe Corvo,D,49.6,59,24:31,17:48,381,50.7,49.3,Carolina Hurricanes
198,21,143,106,42.6,-6.1,112,81,42.0,-6.7,15,1,10.5,92.7,103.2,Zac Dalpe,C,57.1,5,7:39,7:33,28,49.0,51.0,Carolina Hurricanes
199,27,862,744,46.3,-4.6,646,533,45.2,-4.7,80,7,6.7,92.9,99.6,Patrick Dwyer,RW,57.0,36,12:27,10:13,179,54.0,46.0,Carolina Hurricanes
200,28,1556,1323,46.0,-5.4,1208,961,44.3,-6.4,82,43,7.6,92.9,100.5,Tim Gleason,D,36.6,16,20:46,16:58,224,54.4,45.6,Carolina Hurricanes
201,28,915,891,49.3,-0.5,689,638,48.1,-0.3,72,32,8.9,92.1,101.0,Jay Harrison,D,35.8,16,15:04,12:49,137,57.8,42.2,Carolina Hurricanes
202,27,899,911,50.3,0.1,673,649,49.1,0.1,70,38,10.3,91.5,101.8,Jussi Jokinen,LW,61.5,37,16:55,12:37,221,50.5,49.5,Carolina Hurricanes
203,23,238,241,50.3,0.2,177,169,48.8,1.0,17,10,13.0,93.5,106.5,Derek Joslin,D,44.2,5,18:04,14:09,52,54.9,45.1,Carolina Hurricanes
204,32,170,150,46.9,-6.5,124,109,46.8,-4.7,17,3,7.1,93.5,100.6,Tom Kostopoulos,RW,56.5,5,10:36,8:37,23,46.8,53.2,Carolina Hurricanes
205,28,1129,1156,50.6,1.1,840,839,50.0,1.8,82,18,6.1,90.5,96.6,Chad Larose,RW,52.8,38,15:47,13:50,322,51.3,48.7,Carolina Hurricanes
206,24,90,82,47.7,-5.3,61,59,49.2,-3.4,13,3,4.3,86.4,90.6,Jon Matsumoto,C,52.4,4,7:04,6:52,21,60.8,39.2,Carolina Hurricanes
207,22,1219,1146,48.5,-0.9,926,827,47.2,-1.4,76,36,9.3,90.7,100.0,Jamie McBain,D,42.7,22,18:50,15:26,220,51.1,48.9,Carolina Hurricanes
208,25,84,69,45.1,-0.6,64,49,43.4,-3.3,10,0,6.7,94.0,100.7,Patrick O'Sullivan,C,52.0,4,8:52,7:24,25,43.6,56.4,Carolina Hurricanes
209,27,1453,1460,50.1,1.4,1102,1042,48.6,0.7,72,32,8.8,91.4,100.2,Joni Pitkanen,D,46.3,32,24:39,19:22,311,47.4,52.6,Carolina Hurricanes
210,26,23,21,47.7,,16,14,46.7,,3,1,0.0,100.0,100.0,Bryan Rodney,D,100.0,0,8:44,7:57,3,37.5,62.5,Carolina Hurricanes
211,27,1125,1116,49.8,0.0,837,781,48.3,-0.5,82,38,10.3,91.7,102.0,Tuomo Ruutu,C,48.8,42,16:37,13:26,301,49.7,50.3,Carolina Hurricanes
212,23,149,161,51.9,3.0,110,115,51.1,3.4,23,1,3.8,95.7,99.4,Jerome Samson,RW,45.9,9,6:51,6:46,61,48.5,51.5,Carolina Hurricanes
213,32,671,683,50.4,1.3,506,489,49.1,0.6,58,21,8.3,92.6,100.9,Sergei Samsonov,LW,57.4,33,13:52,11:18,148,48.3,51.7,Carolina Hurricanes
214,18,1110,1132,50.5,1.2,826,795,49.0,1.0,82,31,10.7,91.2,102.0,Jeff Skinner,RW,52.8,62,16:32,13:17,400,46.6,53.4,Carolina Hurricanes
215,26,1354,1460,51.9,4.0,1067,1043,49.4,2.1,81,43,9.4,90.2,99.6,Eric Staal,C,55.1,64,21:40,15:50,526,49.9,50.1,Carolina Hurricanes
216,37,360,319,47.0,-3.3,283,230,44.8,-3.8,21,16,10.2,92.9,103.1,Cory Stillman,LW,52.2,10,18:58,15:06,67,51.1,48.9,Carolina Hurricanes
217,21,1134,963,45.9,-5.4,866,715,45.2,-4.8,82,25,9.0,94.1,103.1,Brandon Sutter,C,59.8,48,16:39,13:30,241,56.3,43.7,Carolina Hurricanes
218,23,5,2,28.6,,4,1,20.0,,1,1,0.0,100.0,100.0,Brett Sutter,C,0.0,0,4:09,2:50,1,50.0,50.0,Carolina Hurricanes
219,22,527,500,48.7,-1.7,391,350,47.2,-1.7,57,7,9.4,91.9,101.3,Jiri Tlusty,C,52.0,21,9:52,9:40,102,54.9,45.1,Carolina Hurricanes
220,26,685,666,49.3,-0.1,511,475,48.2,0.4,39,11,8.1,93.3,101.5,Ian White,D,38.4,12,19:19,16:41,138,52.3,47.7,Carolina Hurricanes
221,24,923,825,47.2,-9.6,685,614,47.3,-10.2,78,7,10.4,91.7,102.1,Bryan Bickell,LW,59.4,34,13:50,12:55,219,55.2,44.8,Chicago Blackhawks
222,24,739,690,48.3,-7.0,547,539,49.6,-6.0,61,22,9.9,92.9,102.9,Dave Bolland,C,57.0,55,17:39,13:27,179,66.5,33.5,Chicago Blackhawks
223,32,532,543,50.5,-4.6,368,410,52.7,-2.2,41,24,10.0,89.1,99.1,Nick Boynton,D,49.4,15,15:43,14:21,85,50.0,50.0,Chicago Blackhawks
224,24,8,3,27.3,-31.2,7,3,30.0,-29.3,1,1,0.0,100.0,100.0,Evan Brophey,C,100.0,0,7:09,7:09,1,0.0,100.0,Chicago Blackhawks
225,25,771,965,55.6,1.6,564,694,55.2,0.7,79,20,7.5,90.1,97.6,Troy Brouwer,RW,55.5,24,15:06,12:22,220,36.6,63.4,Chicago Blackhawks
226,31,991,1208,54.9,0.1,739,917,55.4,0.2,65,42,9.0,93.8,102.9,Brian Campbell,D,42.9,21,22:59,19:08,196,40.0,60.0,Chicago Blackhawks
227,26,280,323,53.6,-1.4,214,243,53.2,-2.1,19,10,8.9,91.7,100.6,Chris Campoli,D,51.0,6,20:08,17:23,49,44.4,55.6,Chicago Blackhawks
228,38,378,368,49.3,-5.9,271,272,50.1,-5.3,36,15,8.7,91.6,100.3,Jassen Cullimore,D,40.0,7,12:38,11:53,55,42.6,57.4,Chicago Blackhawks
229,25,717,748,51.1,-3.9,518,548,51.4,-3.7,79,18,7.2,92.4,99.6,Jake Dowell,C,69.2,32,11:49,10:17,107,57.6,42.4,Chicago Blackhawks
230,22,291,365,55.6,0.1,215,273,55.9,0.3,28,7,4.6,93.9,98.5,Michael Frolik,C,67.9,21,14:46,13:46,137,45.0,55.0,Chicago Blackhawks
231,26,349,321,47.9,-8.0,256,246,49.0,-7.0,37,4,5.5,93.2,98.7,Jordan Hendry,D,54.7,7,10:42,10:28,64,45.1,54.9,Chicago Blackhawks
232,23,1078,1117,50.9,-4.5,763,860,53.0,-1.4,80,55,8.1,93.1,101.2,Niklas Hjalmarsson,D,43.5,32,18:29,16:12,147,50.4,49.6,Chicago Blackhawks
233,32,865,960,52.6,-1.5,642,732,53.3,-0.8,65,32,7.8,92.5,100.3,Marian Hossa,RW,64.4,53,19:42,15:13,317,46.7,53.3,Chicago Blackhawks
234,34,271,255,48.5,-7.0,185,196,51.4,-5.3,34,5,7.7,90.5,98.2,Ryan Johnson,C,69.4,6,10:21,8:54,36,67.5,32.5,Chicago Blackhawks
235,22,927,1213,56.7,2.5,714,913,56.1,2.0,73,40,9.5,89.8,99.3,Patrick Kane,RW,57.1,55,19:17,15:53,378,31.3,68.8,Chicago Blackhawks
236,27,1472,1799,55.0,2.5,1117,1337,54.5,0.2,82,83,7.8,90.2,98.0,Duncan Keith,D,43.1,56,26:53,21:12,401,44.2,55.8,Chicago Blackhawks
237,24,11,7,38.9,-18.0,8,5,38.5,-17.4,1,0,25.0,100.0,125.0,Rob Klinkhammer,LW,33.3,0,11:36,11:18,3,100.0,0.0,Chicago Blackhawks
238,28,821,972,54.2,-0.1,607,721,54.3,-0.2,81,25,7.8,88.7,96.4,Tomas Kopecky,RW,60.3,50,15:19,12:20,295,41.6,58.4,Chicago Blackhawks
239,20,64,71,52.6,-7.9,50,49,49.5,-8.6,7,3,0.0,89.5,89.5,Marcus Kruger,C,53.8,3,11:58,11:00,13,50.0,50.0,Chicago Blackhawks
240,19,552,559,50.3,-5.3,409,436,51.6,-3.7,46,15,8.4,89.6,98.1,Nick Leddy,D,54.4,10,14:19,13:48,68,37.8,62.2,Chicago Blackhawks
241,19,83,74,47.1,-9.4,65,54,45.4,-9.6,9,3,14.6,91.7,106.3,Jeremy Morin,LW,56.5,3,12:06,9:59,23,24.0,76.0,Chicago Blackhawks
242,19,12,8,40.0,-18.5,7,6,46.2,-13.4,1,0,0.0,80.0,80.0,Brandon Pirri,C,100.0,0,8:56,8:56,1,60.0,40.0,Chicago Blackhawks
243,34,642,533,45.4,-11.0,462,400,46.4,-10.3,60,13,6.9,93.9,100.8,Fernando Pisani,RW,58.5,32,12:34,10:55,123,64.0,36.0,Chicago Blackhawks
244,26,21,17,44.7,,14,12,46.2,,3,0,0.0,88.9,88.9,Ryan Potulny,C,50.0,1,10:07,8:41,4,43.8,56.3,Chicago Blackhawks
245,28,203,206,50.4,-3.3,151,154,50.5,-3.5,40,3,6.0,94.1,100.1,John Scott,D,45.5,3,6:15,6:04,33,41.2,58.8,Chicago Blackhawks
246,25,1308,1503,53.5,-1.2,979,1120,53.4,-2.1,82,69,7.7,91.0,98.8,Brent Seabrook,D,46.7,27,24:23,18:57,289,48.4,51.6,Chicago Blackhawks
247,29,913,1081,54.2,1.4,700,832,54.3,1.0,74,23,8.5,89.8,98.3,Patrick Sharp,C,56.3,64,19:25,14:44,476,32.5,67.5,Chicago Blackhawks
248,23,403,503,55.5,3.0,275,377,57.8,5.3,49,6,7.3,91.0,98.3,Jack Skille,RW,65.2,14,10:44,10:25,184,37.6,62.4,Chicago Blackhawks
249,22,70,58,45.3,-13.8,47,50,51.5,-7.5,6,0,7.5,94.6,102.1,Ben Smith,RW,85.7,3,13:47,13:20,7,37.1,62.9,Chicago Blackhawks
250,25,628,844,57.3,2.2,457,653,58.8,3.9,77,14,7.4,89.9,97.3,Viktor Stalberg,LW,61.1,36,10:42,10:25,221,39.0,61.0,Chicago Blackhawks
251,29,1,0,0.0,,1,0,0.0,,1,0,,,,Jeff Taffe,C,,0,4:05,4:05,0,0.0,100.0,Chicago Blackhawks
252,22,1002,1305,56.6,4.1,755,987,56.7,3.7,80,30,10.0,91.6,101.6,Jonathan Toews,C,67.7,93,20:46,15:41,344,37.7,62.3,Chicago Blackhawks
253,26,55,47,46.1,-6.6,46,36,43.9,-0.5,4,2,22.7,86.7,109.4,Shawn Belle,D,33.3,0,18:02,15:59,3,63.6,36.4,Colorado Avalanche
254,21,55,38,40.9,-10.5,42,33,44.0,-10.1,3,0,4.0,93.1,97.1,Colby Cohen,D,40.0,2,17:44,13:33,5,56.0,44.0,Colorado Avalanche
255,24,257,245,48.8,0.0,201,199,49.8,-0.8,18,7,11.0,86.8,97.8,Kyle Cumiskey,D,53.8,14,19:40,14:34,39,45.5,54.5,Colorado Avalanche
256,20,1266,1195,48.6,-0.6,937,911,49.3,1.0,80,52,10.6,89.2,99.8,Matt Duchene,C,56.7,65,18:57,15:59,356,44.2,55.8,Colorado Avalanche
257,25,533,441,45.3,-4.7,396,349,46.8,-2.1,74,10,8.4,90.4,98.8,Philippe Dupuis,C,65.2,44,9:07,7:26,155,58.1,41.9,Colorado Avalanche
258,26,375,303,44.7,-7.3,275,222,44.7,-5.9,22,13,11.6,89.6,101.2,Tomas Fleischmann,LW,54.5,16,18:28,15:41,99,42.9,57.1,Colorado Avalanche
259,39,726,551,43.1,-7.6,545,420,43.5,-7.1,47,15,8.8,90.4,99.3,Adam Foote,D,56.1,4,17:56,14:56,41,60.5,39.5,Colorado Avalanche
260,37,36,23,39.0,,29,15,34.1,,2,0,0.0,84.6,84.6,Peter Forsberg*,C,42.9,1,17:35,15:47,7,55.6,44.4,Colorado Avalanche
261,22,438,416,48.7,-2.0,348,330,48.7,-2.1,35,15,7.8,90.8,98.6,T.J. Galiardi,LW,56.4,26,16:12,13:30,110,47.4,52.6,Colorado Avalanche
262,20,120,113,48.5,0.4,96,84,46.7,-2.1,11,5,3.5,92.8,96.3,Cameron Gaunce,D,33.3,1,12:44,11:09,12,71.9,28.1,Colorado Avalanche
263,32,332,296,47.1,0.9,242,243,50.1,2.8,23,12,9.2,90.6,99.8,Scott Hannan,D,55.3,5,18:38,15:05,38,54.6,45.4,Colorado Avalanche
264,34,1029,941,47.8,-1.9,767,708,48.0,-1.0,71,23,8.4,89.2,97.6,Milan Hejduk,RW,66.9,38,17:55,14:46,254,45.7,54.3,Colorado Avalanche
265,23,525,487,48.1,-1.0,422,377,47.2,-1.8,39,17,8.0,92.2,100.2,Jonas Holos,D,42.4,9,18:03,14:53,85,53.0,47.0,Colorado Avalanche
266,25,782,678,46.4,-4.3,603,499,45.3,-5.0,51,29,6.6,91.1,97.7,Matt Hunwick,D,52.9,22,19:30,15:36,140,52.6,47.4,Colorado Avalanche
267,22,400,381,48.8,-0.7,306,284,48.1,-1.4,22,20,7.2,91.8,99.0,Erik Johnson,D,50.0,10,24:33,19:06,106,49.8,50.2,Colorado Avalanche
268,26,1078,930,46.3,-4.1,823,691,45.6,-4.3,77,28,9.6,91.6,101.2,David Jones,RW,57.3,24,17:41,13:48,267,48.3,51.7,Colorado Avalanche
269,29,154,106,40.8,-9.9,132,77,36.8,-13.0,35,1,5.5,91.3,96.8,David Koci,D,60.0,1,4:05,4:04,15,53.8,46.2,Colorado Avalanche
270,26,29,37,56.1,11.9,22,29,56.9,13.6,4,0,13.6,100.0,113.6,David Liffiton,D,40.0,1,7:28,7:28,5,42.9,57.1,Colorado Avalanche
271,30,1307,1245,48.8,0.9,936,938,50.1,2.5,76,36,8.8,89.9,98.7,John-Michael Liles,D,45.7,32,22:01,17:40,357,43.9,56.1,Colorado Avalanche
272,24,24,22,47.8,-5.2,20,16,44.4,2.2,2,0,14.3,84.6,98.9,Ray Macias,D,0.0,1,15:06,13:44,4,68.4,31.6,Colorado Avalanche
273,28,210,237,53.0,6.0,149,181,54.8,8.6,29,4,9.4,91.7,101.0,Greg Mauldin,C,62.2,20,10:33,9:15,74,53.8,46.2,Colorado Avalanche
274,27,298,229,43.5,-10.1,222,171,43.5,-8.2,24,10,3.3,92.0,95.3,Jay McClement,C,53.5,17,15:39,12:40,71,71.2,28.8,Colorado Avalanche
275,26,581,559,49.0,0.1,440,430,49.4,0.6,71,3,6.1,92.0,98.0,Cody McLeod,LW,61.9,7,9:47,9:05,118,51.9,48.1,Colorado Avalanche
276,26,1105,950,46.2,-3.5,817,698,46.1,-3.0,64,25,7.6,92.0,99.6,Ryan O'Byrne,D,35.0,21,20:24,17:33,120,58.1,41.9,Colorado Avalanche
277,19,845,888,51.2,3.6,643,663,50.8,3.6,74,23,6.7,91.2,97.8,Ryan O'Reilly,C,65.7,72,16:03,13:01,181,59.6,40.4,Colorado Avalanche
278,23,177,145,45.0,-6.2,141,103,42.2,-8.8,18,4,11.7,89.8,101.5,Mark Olver,C,61.0,9,11:53,10:47,41,46.5,53.5,Colorado Avalanche
279,24,838,756,47.4,-2.0,612,567,48.1,-1.1,74,27,11.1,88.1,99.1,Kevin Porter,RW,50.2,22,13:49,11:53,201,55.2,44.8,Colorado Avalanche
280,25,285,283,49.8,-1.9,216,227,51.2,-0.5,21,7,7.2,89.0,96.1,Kyle Quincey,D,53.4,6,19:35,15:16,73,43.3,56.7,Colorado Avalanche
281,22,684,647,48.6,-1.2,518,493,48.8,-0.8,46,17,8.9,89.0,97.9,Kevin Shattenkirk,D,43.5,33,19:50,16:27,154,39.7,60.3,Colorado Avalanche
282,25,1121,1015,47.5,-0.5,850,756,47.1,-1.6,74,22,10.3,90.8,101.2,Paul Stastny,C,64.9,52,19:44,15:37,279,48.1,51.9,Colorado Avalanche
283,23,482,441,47.8,0.9,364,337,48.1,0.4,36,16,10.2,87.8,98.0,Chris Stewart,RW,67.9,6,16:56,14:01,140,42.7,57.3,Colorado Avalanche
284,23,293,265,47.5,-2.9,227,200,46.8,-3.8,25,3,7.1,90.7,97.8,Ryan Stoa,C,65.2,4,13:21,11:47,69,50.6,49.4,Colorado Avalanche
285,27,21,61,74.4,28.1,14,52,78.8,32.9,6,2,9.8,100.0,109.8,David Van Der Gulik,RW,75.0,2,6:45,5:45,16,16.7,83.3,Colorado Avalanche
286,23,1058,902,46.0,-4.0,797,678,46.0,-3.2,67,31,8.5,90.5,99.0,Ryan Wilson,D,45.6,28,19:48,16:33,136,56.9,43.1,Colorado Avalanche
287,25,926,987,51.6,3.2,697,749,51.8,3.6,80,19,5.3,93.1,98.4,Daniel Winnik,C,61.2,49,16:33,13:28,273,57.8,42.2,Colorado Avalanche
288,25,824,638,43.6,-8.0,615,496,44.6,-6.4,71,17,6.9,89.5,96.4,Brandon Yip,RW,61.7,20,13:44,11:29,206,50.5,49.5,Colorado Avalanche
289,24,15,10,40.0,-19.4,13,7,35.0,-19.2,1,0,0.0,90.0,90.0,Mike Blunden,RW,50.0,0,10:31,10:31,4,37.5,62.5,Columbus Blue Jackets
290,24,457,504,52.4,1.2,339,380,52.9,1.0,73,8,8.3,90.6,98.9,Jared Boll,RW,60.7,14,7:40,7:36,107,41.3,58.7,Columbus Blue Jackets
291,23,951,1004,51.4,-0.2,727,753,50.9,-0.7,74,23,8.8,90.3,99.0,Derick Brassard,C,60.2,26,17:02,13:59,304,38.1,61.9,Columbus Blue Jackets
292,21,332,408,55.1,2.7,251,303,54.7,2.6,42,8,9.9,90.6,100.5,Matt Calvert,LW,59.0,7,11:06,10:06,83,36.8,63.2,Columbus Blue Jackets
293,34,589,477,44.7,-7.1,441,369,45.6,-7.5,53,9,6.8,93.2,99.9,Chris Clark,RW,60.6,18,14:39,11:50,137,61.4,38.6,Columbus Blue Jackets
294,25,446,467,51.2,-3.8,339,351,50.9,-5.0,31,13,10.1,91.5,101.6,Grant Clitsome,D,37.3,6,21:16,16:06,134,36.5,63.5,Columbus Blue Jackets
295,31,280,276,49.6,-0.1,214,198,48.1,-5.1,20,7,3.4,90.7,94.1,Mike Commodore,D,45.1,5,18:34,14:16,71,47.9,52.1,Columbus Blue Jackets
