,average_age,chances_pp,games,goals,goals_against_ev,goals_ev,goals_pp,goals_sh,losses,losses_ot,losses_shootout,opp_chances_pp,opp_goals,opp_goals_pp,opp_goals_sh,pdo,pen_kill_pct,pen_min_per_game,pen_min_per_game_opp,points,points_pct,power_play_pct,save_pct,shot_pct,shots,shots_against,sos,srs,team_name,total_goals_per_game,wins,wins_shootout
10,28.9,294,82,235,148,158,70,3,25,14,10,288,221,55,8,100.0,80.9,8.8,9.7,100,0.61,23.81,0.909,9.5,2429,2322,-0.03,0.14,Detroit Red Wings*,5.56,43,4
11,27.7,246,82,231,157,184,39,4,28,8,3,234,201,32,3,100.2,86.32,8.9,8.8,100,0.61,15.85,0.912,9.0,2522,2182,0.03,0.39,Minnesota Wild*,5.27,46,4
12,27.3,269,82,230,125,165,48,10,26,13,6,308,210,56,5,100.8,81.82,13.0,10.1,99,0.604,17.84,0.917,9.1,2439,2141,0.04,0.29,Winnipeg Jets*,5.37,43,7
13,26.9,280,82,238,149,179,47,6,26,13,7,257,215,44,8,101.0,82.88,10.3,10.9,99,0.604,16.79,0.922,9.1,2539,2550,-0.04,0.25,Ottawa Senators*,5.52,43,6
14,29.5,254,82,221,149,162,49,6,27,12,6,277,210,42,11,100.0,84.84,13.7,11.9,98,0.598,19.29,0.915,8.4,2594,2374,-0.01,0.12,Pittsburgh Penguins*,5.26,43,4
15,28.2,255,82,241,171,183,48,6,30,7,3,186,216,36,3,100.8,80.65,7.6,8.8,97,0.591,18.82,0.91,10.5,2252,2332,-0.05,0.26,Calgary Flames*,5.57,45,4
16,28.3,213,82,213,148,163,38,8,27,14,10,244,211,44,3,100.1,81.97,9.5,8.2,96,0.585,17.84,0.9179999999999999,8.2,2546,2377,-0.01,0.01,Boston Bruins,5.17,41,4
17,28.5,247,82,220,143,164,47,7,27,15,8,236,205,45,2,100.2,80.93,9.1,8.8,95,0.579,19.03,0.9109999999999999,8.6,2536,2130,-0.03,0.16,Los Angeles Kings,5.18,40,2
18,28.5,290,82,261,178,193,55,9,31,10,3,254,260,49,7,99.8,80.71,9.6,9.6,92,0.561,18.97,0.895,10.0,2558,2148,0.05,0.06,Dallas Stars,6.35,41,4
19,29.2,246,82,206,155,157,40,1,29,15,10,250,223,50,6,99.6,80.0,8.9,8.9,91,0.555,16.26,0.9129999999999999,7.9,2516,2397,-0.02,-0.23,Florida Panthers,5.23,38,8
20,28.6,247,82,219,184,168,37,4,31,12,4,241,227,37,2,101.1,84.65,9.4,9.6,90,0.5489999999999999,14.98,0.9179999999999999,9.1,2286,2719,0.06,-0.04,Colorado Avalanche,5.44,39,10
21,28.5,254,82,228,165,165,55,4,33,9,6,223,232,48,5,99.2,78.48,9.3,8.9,89,0.5429999999999999,21.65,0.9059999999999999,8.6,2591,2277,-0.03,-0.08,San Jose Sharks,5.61,40,4
22,27.0,244,82,236,183,169,53,5,35,5,2,303,250,60,5,99.8,80.2,11.9,11.0,89,0.5429999999999999,21.72,0.91,9.6,2366,2742,0.01,-0.16,Columbus Blue Jackets,5.93,42,9
23,28.6,256,82,215,156,149,60,3,31,18,11,266,234,61,6,100.4,77.07,10.2,9.2,84,0.512,23.44,0.91,8.8,2413,2481,0.0,-0.23,Philadelphia Flyers,5.48,33,3
24,30.5,212,82,181,134,128,41,7,36,14,7,268,216,52,8,100.7,80.6,9.3,7.2,78,0.47600000000000003,19.34,0.9209999999999999,8.8,2008,2340,0.02,-0.4,New Jersey Devils,4.84,32,5
25,27.9,240,82,188,185,136,45,2,41,11,7,190,226,29,4,97.6,84.74,6.7,8.1,71,0.433,18.75,0.902,7.3,2524,2220,0.02,-0.44,Carolina Hurricanes,5.05,30,5
26,27.7,283,82,211,185,154,45,7,44,8,5,266,262,52,12,99.4,80.45,10.0,10.2,68,0.415,15.9,0.905,8.6,2397,2567,0.02,-0.61,Toronto Maple Leafs,5.77,30,5
27,27.2,232,82,198,213,148,41,4,44,14,7,219,283,51,7,97.6,76.71,8.3,8.4,62,0.37799999999999995,17.67,0.889,8.3,2331,2409,0.03,-1.01,Edmonton Oilers,5.87,24,5
28,28.5,230,82,170,181,115,46,4,50,8,5,279,272,65,7,97.5,76.7,9.5,8.1,56,0.341,20.0,0.903,6.9,2393,2600,0.04,-1.2,Arizona Coyotes,5.39,24,5
29,26.9,224,82,161,172,116,30,7,51,8,5,257,274,64,8,99.5,75.1,10.4,8.6,54,0.32899999999999996,13.39,0.9109999999999999,7.7,1984,2598,0.05,-1.33,Buffalo Sabres,5.3,23,8
