,Adjusted GAA,Age,GA Pct -,Games Played,Games Started,Goalie Point Shares,Goals Against,Goals Against Average,Goals Saved Above Average,Losses,Minutes,Player,Quality Start Percentage,Quality Starts,Really Bad Starts,Save Percentage,Saves,Shots Against,Shutouts,Team,Ties OT Losses,Wins
67,2.69,27,106,24,20,2.9,49,2.28,-2.67,8,1292,Brian Elliott,.600,12,6,.907,477,526,3,St. Louis Blues,1,14
68,2.91,22,108,15,13,1.8,33,2.46,-2.53,4,804,Jake Allen,.462,6,4,.905,313,346,1,St. Louis Blues,0,9
69,2.51,27,115,16,15,1.3,29,2.14,-3.81,5,813,Jaroslav Halak,.467,7,4,.899,257,286,3,St. Louis Blues,1,6
70,3.45,24,111,24,21,3.2,63,2.90,-6.45,10,1304,Anders Lindback,.524,11,3,.902,579,642,0,Tampa Bay Lightning,1,10
71,3.43,35,117,18,16,1.9,44,2.90,-6.39,9,910,Mathieu Garon,.375,6,4,.897,383,427,0,Tampa Bay Lightning,2,5
72,3.58,26,94,9,9,2.0,25,2.99,1.60,4,502,Ben Bishop,.667,6,0,.917,277,302,1,Tampa Bay Lightning,1,3
73,3.37,27,,3,2,0.3,8,3.00,,3,160,Cedrick Desjardins,.000,0,0,.890,65,73,0,Tampa Bay Lightning,0,0
74,2.91,24,87,33,31,7.5,76,2.46,11.64,8,1856,James Reimer,.548,17,2,.924,919,995,4,Toronto Maple Leafs,5,19
75,3.16,26,96,20,17,3.5,46,2.69,1.74,9,1025,Ben Scrivens,.588,10,3,.915,496,542,2,Toronto Maple Leafs,0,7
76,0.00,25,,1,0,0.1,0,0.00,,0,10,Jussi Rynnas,,0,0,1.000,6,6,0,Toronto Maple Leafs,0,0
77,2.49,26,83,30,30,6.6,61,2.11,12.54,9,1733,Cory Schneider,.700,21,4,.927,774,835,5,Vancouver Canucks,4,17
78,3.01,33,105,20,18,3.1,51,2.56,-2.47,6,1197,Roberto Luongo,.611,11,3,.907,500,551,2,Vancouver Canucks,3,9
79,3.07,23,91,36,35,8.0,90,2.58,8.91,12,2089,Braden Holtby,.571,20,5,.920,1033,1123,4,Washington Capitals,1,23
80,3.24,24,102,13,12,2.2,33,2.74,-0.68,5,723,Michal Neuvirth,.583,7,2,.910,334,367,0,Washington Capitals,2,4
81,4.29,21,,2,1,0.4,5,3.57,,1,84,Philipp Grubauer,.000,0,0,.915,54,59,0,Washington Capitals,0,0
82,3.31,25,108,44,43,6.6,119,2.80,-8.82,20,2553,Ondrej Pavelec,.442,19,8,.905,1132,1251,0,Winnipeg Jets,3,21
83,3.42,27,,7,5,0.8,17,2.90,,1,351,Al Montoya,.400,2,2,.899,151,168,1,Winnipeg Jets,0,3
